fdho,expend,sfdho,lnexpend,expend_rec,expend2
3975,34231,0.116122812,10.4408865,2.92133E-05,1171761408
3640,34219.25,0.106372878,10.44054317,2.92233E-05,1170957056
3510,25783.80078,0.136131987,10.15750122,3.8784E-05,664804352
5406,52951.5,0.102093428,10.87713146,1.88852E-05,2803861248
852,32958.75,0.025850495,10.40301228,3.0341E-05,1086279168
6890,17459.40039,0.394629806,9.767633438,5.72757E-05,304830656
3345,25611.25,0.130606666,10.15078735,3.90453E-05,655936128
3237,14998.4502,0.215822294,9.615702629,6.66736E-05,224953504
2600,36228.75,0.071766205,10.49760818,2.76024E-05,1312522368
3625,26485,0.136869922,10.1843338,3.77572E-05,701455232
2810,20562.90039,0.13665387,9.931243896,4.86313E-05,422832864
2925,41865,0.069867432,10.64220524,2.38863E-05,1752678272
2882,29821.40039,0.09664201,10.30298138,3.3533E-05,889315904
2396,26792.25,0.08942885,10.19586754,3.73242E-05,717824640
2960,42405.5,0.069802269,10.65503311,2.35818E-05,1798226432
2821,20082.90039,0.140467763,9.907624245,4.97936E-05,403322880
2043,10204.9502,0.200196967,9.230628014,9.79917E-05,104141008
2917,31353,0.093037352,10.35306549,3.18949E-05,983010624
5469,33674,0.16241017,10.42448139,2.96965E-05,1133938304
2678,13522.65039,0.198038101,9.512121201,7.395E-05,182862080
4025,51834.5,0.077650987,10.85581112,1.92922E-05,2686815488
2836,18136.25,0.156371906,9.805667877,5.51382E-05,328923552
3770,54736,0.068876058,10.91027737,1.82695E-05,2996029696
2600,33499,0.077614255,10.41927052,2.98516E-05,1122183040
6795,95388.5,0.071235001,11.4657135,1.04834E-05,9098966016
2726,44967.25,0.060621899,10.7136898,2.22384E-05,2022053632
3581,67706.75,0.052889854,11.12294102,1.47696E-05,4584203776
5295,40878.5,0.129530191,10.61835957,2.44627E-05,1671051776
3276,17728.5,0.184787214,9.782928467,5.64064E-05,314299712
1934,15643.25,0.123631597,9.657794952,6.39253E-05,244711264
4168,15648,0.266359925,9.658098221,6.39059E-05,244859904
2535,19150.19922,0.1323746,9.860068321,5.22188E-05,366730144
1898,9788.75,0.193896055,9.188988686,0.000102158,95819624
2340,27977.5,0.083638638,10.23915577,3.5743E-05,782740480
6201,40468.75,0.153229341,10.60828495,2.47104E-05,1637719680
3990,30696,0.129984364,10.33188725,3.25775E-05,942244416
3481,48194.5,0.072228156,10.78299999,2.07493E-05,2322709760
1820,12817.2002,0.141996697,9.458543777,7.80202E-05,164280624
3666,10527,0.348247349,9.261698723,9.49938E-05,110817728
2924,42945.75,0.068085901,10.66769314,2.32852E-05,1844337408
4254,72280.5,0.058854047,11.18830967,1.3835E-05,5224470528
6125,13772.5,0.444726825,9.530428886,7.26085E-05,189681760
3554,17188.65039,0.20676434,9.752004623,5.81779E-05,295449696
4368,14340.25,0.304597199,9.570825577,6.97338E-05,205642768
5811,47962,0.121158414,10.77816391,2.08498E-05,2300353536
6266,29062.75,0.215602443,10.27721214,3.44083E-05,844643456
777,34476.75,0.022536928,10.44804001,2.90051E-05,1188646272
7193,84354,0.085271597,11.34277725,1.18548E-05,7115597312
7215,37942.5,0.190156162,10.54382706,2.63557E-05,1439633280
1477,13583.5,0.108734861,9.516611099,7.36187E-05,184511472
3025,12183.7998,0.24828051,9.407862663,8.20762E-05,148444976
6500,49563.39844,0.131145164,10.8110075,2.01762E-05,2456530432
962,36262.69922,0.026528638,10.49854469,2.75765E-05,1314983296
3716,18312.5,0.202921495,9.815339088,5.46075E-05,335347648
2004,25399.05078,0.078900583,10.1424675,3.93715E-05,645111808
1399,50235.25,0.02784897,10.82447243,1.99063E-05,2523580416
1560,14230.25,0.109625623,9.56312561,7.02728E-05,202500016
1560,25616.69922,0.060897775,10.15100002,3.9037E-05,656215296
1871,18226.25,0.102654137,9.810618401,5.48659E-05,332196192
4462,31541.75,0.141463295,10.35906696,3.1704E-05,994881984
3130,24262.25,0.129006997,10.09667683,4.12163E-05,588656768
1366,17617.19922,0.077537864,9.776631355,5.67627E-05,310365696
2239,22067.5,0.101461425,10.00186157,4.53155E-05,486974560
3075,43533.5,0.070635259,10.68128586,2.29708E-05,1895165568
1074,14573.5,0.073695406,9.586959839,6.86177E-05,212386896
2041,6470.899902,0.315412074,8.77507019,0.000154538,41872544
4940,57499.5,0.085913792,10.95953178,1.73915E-05,3306192384
2600,8535.200195,0.304620862,9.051954269,0.000117162,72849640
8905,85065.25,0.104684345,11.35117435,1.17557E-05,7236096512
4145,22748.5,0.18220982,10.03225422,4.39589E-05,517494240
1183,10481.25,0.11286822,9.257343292,9.54085E-05,109856600
1074,42093.5,0.025514629,10.64764881,2.37566E-05,1771862784
1957,24435.75,0.08008758,10.10380268,4.09236E-05,597105856
4810,27975,0.171939239,10.23906612,3.57462E-05,782600640
1422,28347.25,0.050163597,10.252285,3.52768E-05,803566592
5135,32929.25,0.155940384,10.40211678,3.03681E-05,1084335488
2860,20105.55078,0.142249271,9.908751488,4.97375E-05,404233184
3445,30991.75,0.111158617,10.34147644,3.22667E-05,960488576
4875,22201.90039,0.219575793,10.00793362,4.50412E-05,492924384
2132,17005,0.125374883,9.741262436,5.88062E-05,289170016
4495,29899.75,0.150335699,10.30560493,3.34451E-05,893995072
2535,16870.75,0.150260061,9.733336449,5.92742E-05,284622208
2600,10790.2002,0.240959391,9.286393166,9.26767E-05,116428424
5785,38355,0.150827795,10.55463982,2.60722E-05,1471106048
1885,10315,0.182743579,9.241353989,9.69462E-05,106399224
1118,7781.700195,0.14367041,8.959529877,0.000128507,60554856
2197,16083.75,0.136597499,9.685564995,6.21746E-05,258687008
2457,11787.90039,0.20843406,9.374829292,8.48327E-05,138954592
3637,20005.40039,0.181800917,9.903757095,4.99865E-05,400216032
7663,70858.75,0.108144723,11.16844368,1.41126E-05,5020962304
2405,21705.75,0.110800132,9.985332489,4.60707E-05,471139584
2174,11928.5,0.182252586,9.386685371,8.38328E-05,142289120
7230,69815.89844,0.103558071,11.15361691,1.43234E-05,4874259456
2457,6351,0.386868209,8.756367683,0.000157456,40335200
2290,27216.69922,0.084139518,10.211586,3.67421E-05,740748736
3770,30178.25,0.124924406,10.31487656,3.31364E-05,910726784
1950,10597.25,0.184009999,9.268349648,9.43641E-05,112301704
2353,13715.40039,0.171558976,9.526274681,7.29107E-05,188112208
1768,13687.2002,0.129171774,9.524216652,7.3061E-05,187339456
3081,17116.25,0.180004388,9.747783661,5.8424E-05,292966016
3160,27426,0.115219139,10.21924686,3.64618E-05,752185472
3375,56579,0.059651107,10.94339275,1.76744E-05,3201183232
1365,31654.5,0.04312183,10.36263561,3.15911E-05,1002007360
4130,86576.75,0.047703337,11.36878681,1.15504E-05,7495533568
7969,27051.25,0.294588983,10.2054882,3.69669E-05,731770112
1066,10477.2002,0.101744741,9.256957054,9.54453E-05,109771720
1040,11177.9502,0.093040317,9.321698189,8.94618E-05,124946568
4393,49784.75,0.088239871,10.81546402,2.00865E-05,2478521344
3809,12625.5,0.301691025,9.443473816,7.92048E-05,159403248
8762,44817,0.19550617,10.71034241,2.2313E-05,2008563456
1157,15757.75,0.07342419,9.6650877,6.34608E-05,248306688
2015,21396,0.094176479,9.970959663,4.67377E-05,457788800
1612,5590.200195,0.288361758,8.628770828,0.000178884,31250338
2661,40538,0.065642111,10.60999489,2.46682E-05,1643329408
1300,38834.25,0.033475604,10.56705761,2.57505E-05,1508098944
3731,32693.40039,0.114120893,10.39492893,3.05872E-05,1068858432
7345,47330,0.155186981,10.76489925,2.11282E-05,2240129024
2509,17823.09961,0.140772372,9.788250923,5.6107E-05,317662880
7030,92956.5,0.075626768,11.43988705,1.07577E-05,8640911360
6910,44439,0.155494049,10.70187283,2.25028E-05,1974824704
3935,27187.69922,0.144734576,10.21051979,3.67813E-05,739171008
3445,22972.25,0.149963543,10.04204178,4.35308E-05,527724256
5509,40019.5,0.137657896,10.59712219,2.49878E-05,1601560320
2366,33067.30078,0.071551047,10.40630054,3.02414E-05,1093446400
3412,24561.90039,0.138914332,10.10895157,4.07135E-05,603286976
1365,8407.900391,0.162347302,9.036927223,0.000118936,70692792
3304,36087.75,0.091554612,10.49370861,2.77102E-05,1302325760
1456,8822.75,0.165027916,9.08508873,0.000113343,77840920
793,8022.200195,0.09885069,8.9899683,0.000124654,64355696
2408,36394.5,0.066163845,10.50217247,2.74767E-05,1324559616
2280,14522.65039,0.156996131,9.583464622,6.8858E-05,210907376
3685,49188.25,0.074916266,10.80340958,2.03301E-05,2419483904
3432,19743.80078,0.173826709,9.890594482,5.06488E-05,389817664
845,17536.40039,0.048185486,9.772033691,5.70242E-05,307525344
3036,32455.5,0.09354347,10.38762474,3.08114E-05,1053359488
4640,38399.75,0.12083412,10.55580616,2.60418E-05,1474540800
2327,6451.200195,0.360708088,8.772021294,0.00015501,41617984
3197,31765.5,0.100643784,10.36613655,3.14807E-05,1009046976
1265,24726.5,0.051159687,10.1156311,4.04424E-05,611399808
4473,60013.25,0.074533537,11.00232029,1.6663E-05,3601590272
3744,15664,0.239019409,9.65912056,6.38407E-05,245360896
845,17356.19922,0.048685774,9.761705399,5.76163E-05,301237664
6260,50481.75,0.124005213,10.82936764,1.98091E-05,2548407040
3783,20752.25,0.18229349,9.94040966,4.81875E-05,430655872
7709,28047.5,0.274855167,10.2416544,3.56538E-05,786662272
1885,10932,0.172429562,9.299449921,9.14746E-05,119508624
2869,35336.75,0.081190266,10.47267914,2.82991E-05,1248685952
2091,18755,0.111490272,9.839215279,5.33191E-05,351750016
2366,6572.25,0.359998465,8.790611267,0.000152155,43194472
2300,16065.2002,0.143166602,9.684411049,6.22463E-05,258090656
8073,67257.39844,0.120031402,11.11628246,1.48683E-05,4523557888
2499,36302.5,0.068838231,10.49964142,2.75463E-05,1317871488
4498,14845.59961,0.3029854,9.605459213,6.736E-05,220391824
6171,50467.5,0.122276716,10.8290844,1.98147E-05,2546968576
2860,27236.94922,0.105004415,10.21232986,3.67148E-05,741851392
2119,7165.200195,0.295734942,8.876991272,0.000139563,51340092
2148,38067,0.056426827,10.54710293,2.62695E-05,1449096448
1287,22040,0.058393829,10.00061417,4.5372E-05,485761600
2210,23794,0.092880554,10.07718849,4.20274E-05,566154432
8255,106031.7969,0.077854007,11.5714941,9.43113E-06,11242741760
6045,19303,0.313163757,9.868016243,5.18054E-05,372605824
6564,63933.5,0.102669179,11.06559849,1.56413E-05,4087492352
1670,16818,0.099298373,9.730204582,5.94601E-05,282845120
2779,11621,0.23913604,9.360569,8.60511E-05,135047648
4556,40565.75,0.112311497,10.61067963,2.46513E-05,1645580032
2886,14921,0.193418667,9.610525131,6.70196E-05,222636240
2556,15188.2002,0.168288544,9.628273964,6.58406E-05,230681424
457,28087.19922,0.016270757,10.24306965,3.56034E-05,788890752
884,21025.75,0.042043686,9.953503609,4.75607E-05,442082176
5270,38907,0.135451198,10.56892967,2.57023E-05,1513754624
2258,39726.75,0.056838278,10.58977985,2.5172E-05,1578214656
4420,49794,0.088765718,10.81564999,2.00827E-05,2479442432
2994,49112.25,0.060962386,10.80186367,2.03615E-05,2412013056
1339,6885.75,0.194459572,8.837209702,0.000145227,47413552
3406,31673.5,0.107534692,10.36323547,3.15721E-05,1003210624
3185,25053,0.127130479,10.12874889,3.99154E-05,627652800
2464,23835.25,0.103376299,10.07892132,4.19547E-05,568119168
3055,12159.7998,0.25123769,9.405890465,8.22382E-05,147860736
3605,45639.75,0.078988165,10.7285347,2.19107E-05,2082986752
637,7898.200195,0.080651283,8.97439003,0.000126611,62381568
4892,107065.2969,0.045691743,11.58119392,9.34009E-06,11462977536
4402,58205.5,0.075628594,10.971735,1.71805E-05,3387880192
1833,8270,0.221644491,9.020389557,0.000120919,68392896
6617,69528.5,0.095169604,11.14949226,1.43826E-05,4834212352
5085,25776,0.197276533,10.15719891,3.87958E-05,664402176
1799,57741.5,0.0311561,10.96373177,1.73186E-05,3334080768
4940,18455.5,0.26767087,9.823117256,5.41844E-05,340605472
2120,53523,0.039609142,10.88786697,1.86836E-05,2864711424
3055,27513.69922,0.111035593,10.22243977,3.63455E-05,757003648
2275,14088.75,0.161476359,9.553132057,7.09786E-05,198492880
1173,7291,0.160883278,8.894395828,0.000137155,53158680
767,4727.25,0.162250787,8.461098671,0.000211539,22346892
2210,7319.200195,0.301945567,8.898256302,0.000136627,53570692
3939,22649.5,0.173911124,10.02789307,4.41511E-05,512999840
2353,8461.700195,0.2780765,9.043305397,0.00011818,71600368
2405,14980,0.160547391,9.614471436,6.67557E-05,224400400
4797,39084.5,0.122734077,10.57348156,2.55856E-05,1527598080
2808,13626.65039,0.206066787,9.51978302,7.33856E-05,185685600
1404,14997.75,0.093614042,9.615655899,6.66767E-05,224932512
3084,29686,0.103887357,10.29843044,3.36859E-05,881258624
3850,22750,0.169230774,10.03232002,4.3956E-05,517562496
8213,25486.84961,0.322244614,10.14591789,3.92359E-05,649579520
1775,40127,0.044234555,10.59980488,2.49209E-05,1610176128
2188,22843.75,0.095781125,10.03643322,4.37756E-05,521836928
1027,7597,0.135184944,8.935508728,0.000131631,57714408
2688,19264.75,0.139529452,9.8660326,5.19083E-05,371130592
670,14868.5,0.045061707,9.607000351,6.72563E-05,221072288
2899,33009.75,0.087822534,10.40455818,3.02941E-05,1089643648
5525,74958.25,0.0737077,11.22468662,1.33408E-05,5618739200
8983,30320.09961,0.296272099,10.31956577,3.29814E-05,919308416
1690,16602.15039,0.101794042,9.717287064,6.02332E-05,275631392
4456,36375.64844,0.122499533,10.50165462,2.74909E-05,1323187840
4384,16467.19922,0.266226202,9.709125519,6.07268E-05,271168640
2678,26946,0.09938395,10.20159054,3.71113E-05,726086912
6409,26870,0.238518789,10.19876575,3.72162E-05,721996928
4745,33432.5,0.141927764,10.41728401,2.9911E-05,1117732096
2613,61133.5,0.042742524,11.0208149,1.63576E-05,3737304832
4420,20120.5,0.21967645,9.9094944,4.97006E-05,404834528
4769,58389.25,0.081675991,10.97488689,1.71264E-05,3409304576
2795,61594,0.045377798,11.02831936,1.62353E-05,3793820928
3250,24149.5,0.134578362,10.09201908,4.14087E-05,583198336
4524,32593.90039,0.138798982,10.39188004,3.06806E-05,1062362368
1542,20176.5,0.076425545,9.912273407,4.95626E-05,407091168
637,3132.899902,0.203326002,8.049714088,0.000319193,9815062
6630,22330,0.296909988,10.01368618,4.47828E-05,498628896
1976,16905,0.116888493,9.735364914,5.91541E-05,285779040
5239,25052.75,0.209118754,10.12873936,3.99158E-05,627640256
2626,10836.7002,0.242324695,9.290694237,9.2279E-05,117434072
1313,20806.5,0.063105278,9.943020821,4.80619E-05,432910432
2831,6647.299805,0.425887227,8.801965714,0.000150437,44186596
1380,29695.5,0.046471689,10.29875088,3.36751E-05,881822720
8710,34457,0.252778828,10.4474678,2.90217E-05,1187284864
5044,78286.25,0.064430214,11.26812744,1.27736E-05,6128736768
2548,21551.25,0.118229799,9.978189468,4.6401E-05,464456384
1865,26533.19922,0.070289299,10.18615246,3.76886E-05,704010688
1235,52236.5,0.023642473,10.86353683,1.91437E-05,2728652032
3637,58745.25,0.061911389,10.98096561,1.70227E-05,3451004416
4030,19606.5,0.205544084,9.883616447,5.10035E-05,384414848
4160,25062,0.165988356,10.12910843,3.9901E-05,628103872
5180,23823,0.217436925,10.07840633,4.19762E-05,567535360
4460,108755.7969,0.041009307,11.59685993,9.19491E-06,11827823616
3835,12066.59961,0.317819446,9.39819622,8.28734E-05,145602832
5395,28813,0.187241867,10.26858234,3.47066E-05,830188992
416,17803.19922,0.023366587,9.787133217,5.61697E-05,316953888
1068,35794.5,0.029836986,10.48554993,2.79373E-05,1281246208
4693,20859.5,0.224981427,9.945565224,4.79398E-05,435118752
2509,14306.9502,0.175369307,9.568500519,6.98961E-05,204688816
3965,11990.5,0.330678463,9.391869545,8.33994E-05,143772096
9370,71408.54688,0.131216779,11.17617321,1.40039E-05,5099180544
4605,74111,0.062136523,11.21331882,1.34933E-05,5492440576
2795,25916.25,0.107847393,10.16262531,3.85858E-05,671652032
2329,25914.25,0.089873329,10.16254807,3.85888E-05,671548352
2132,14091.5,0.151296884,9.553326607,7.09648E-05,198570368
2675,24780,0.107949957,10.11779213,4.03551E-05,614048384
2244,43417.25,0.051684525,10.67861176,2.30323E-05,1885057536
1950,12767.40039,0.15273273,9.454649925,7.83245E-05,163006512
6268,43918.5,0.142718896,10.69009113,2.27694E-05,1928834688
2965,28204.5,0.10512507,10.24723721,3.54553E-05,795493824
2819,34075,0.082729273,10.43631935,2.9347E-05,1161105664
6110,68172.75,0.089625254,11.12979984,1.46686E-05,4647523840
4555,28509,0.15977411,10.25797558,3.50766E-05,812763072
6836,78760.25,0.086795054,11.27416325,1.26968E-05,6203176960
4341,52328.75,0.082956307,10.86530113,1.911E-05,2738298112
3110,31857.75,0.097621456,10.36903572,3.13895E-05,1014916224
4842,54088,0.089520782,10.89836788,1.84884E-05,2925511680
1625,6670.200195,0.243620872,8.805405617,0.000149921,44491572
4095,29371,0.139423236,10.28776264,3.40472E-05,862655616
3120,30065.90039,0.103772044,10.31114674,3.32603E-05,903958336
4370,16553.5,0.263992518,9.714352608,6.04102E-05,274018368
910,13865.5,0.065630525,9.537158966,7.21215E-05,192252096
1239,13805.5,0.08974684,9.532822609,7.24349E-05,190591824
8840,40503.5,0.218252748,10.60914326,2.46892E-05,1640533504
4498,49841.25,0.090246536,10.81659794,2.00637E-05,2484150272
4620,19729,0.234173045,9.889844894,5.06868E-05,389233440
4030,30881.25,0.130499899,10.33790493,3.23821E-05,953651584
3283,35484,0.092520572,10.47683716,2.81817E-05,1259114240
2535,11372.7998,0.222900257,9.338979721,8.79291E-05,129340576
2089,10624.2998,0.196624726,9.270898819,9.41238E-05,112875744
1261,7543.5,0.167163789,8.928442001,0.000132564,56904392
2447,49465.25,0.049469072,10.80902576,2.02162E-05,2446810880
2951,12499.2998,0.236093223,9.433427811,8.00045E-05,156232496
2964,18315.84961,0.161827058,9.815522194,5.45975E-05,335470336
5746,27962.75,0.205487654,10.23862839,3.57619E-05,781915392
3991,31601,0.126293465,10.36094379,3.16446E-05,998623232
2697,52242.5,0.051624633,10.86365128,1.91415E-05,2729278720
5137,48926.75,0.104993686,10.79807949,2.04387E-05,2393826816
5040,42338.5,0.119040586,10.65345192,2.36192E-05,1792548608
4531,34707.25,0.130549088,10.45470428,2.88124E-05,1204593152
1306,13034,0.100199476,9.475317001,7.67224E-05,169885152
1781,9452,0.188425735,9.153981209,0.000105798,89340304
6864,69461.25,0.098817684,11.14852428,1.43965E-05,4824865280
4361,64335.25,0.067785546,11.07186317,1.55436E-05,4139024384
1365,9963.700195,0.136997297,9.20670414,0.000100364,99275320
1794,8993.25,0.199482948,9.104229927,0.000111195,80878544
1794,11217.2002,0.159932956,9.325203896,8.91488E-05,125825584
8810,116262,0.075777121,11.66360188,8.60126E-06,13516852224
2405,16693,0.144072369,9.722744942,5.99053E-05,278656256
1131,28621.75,0.039515402,10.26192188,3.49385E-05,819204544
2080,35250.5,0.059006255,10.47023487,2.83684E-05,1242597760
1143,8587.299805,0.133103535,9.058039665,0.000116451,73741720
2458,28413.5,0.086508177,10.2546196,3.51945E-05,807326976
3730,15552.15039,0.239838213,9.651954651,6.42998E-05,241869376
8170,49459.5,0.16518566,10.80890942,2.02186E-05,2446242048
4160,57720.5,0.072071448,10.96336746,1.73249E-05,3331656192
1690,16397.5,0.103064492,9.704884529,6.09849E-05,268878016
3250,20597.15039,0.157788813,9.932908058,4.85504E-05,424242592
3525,28591.75,0.123287313,10.26087379,3.49751E-05,817488192
2212,13795,0.160347953,9.532061577,7.249E-05,190302032
3910,19533.90039,0.20016484,9.879906654,5.11931E-05,381573280
5890,37064.75,0.158911094,10.52042198,2.69798E-05,1373795712
4590,22847.19922,0.200899899,10.0365839,4.3769E-05,521994528
3419,10679,0.320161074,9.276034355,9.36417E-05,114041040
2600,37552.14844,0.069237053,10.53348541,2.66296E-05,1410163840
5205,63611,0.081825472,11.06054211,1.57206E-05,4046359296
2405,12023.40039,0.200026602,9.394610405,8.31711E-05,144562160
2298,19658.75,0.116894513,9.886278152,5.08679E-05,386466464
3965,16040.25,0.247190654,9.68285656,6.23432E-05,257289616
5325,63519,0.08383318,11.05909443,1.57433E-05,4034663424
2710,56896.75,0.047630139,10.94899368,1.75757E-05,3237240064
4804,55381,0.086744554,10.9219923,1.80567E-05,3067055104
4457,44055.25,0.101168416,10.69320011,2.26988E-05,1940865024
7670,65130.25,0.117764018,11.08414459,1.53538E-05,4241949440
1391,8250.650391,0.168592766,9.018047333,0.000121203,68073232
1599,4857.200195,0.329201996,8.488217354,0.00020588,23592394
4589,6225,0.737188756,8.736329079,0.000160643,38750624
5716,74197.25,0.077037893,11.21448231,1.34776E-05,5505231872
3510,20986,0.167254359,9.951610565,4.76508E-05,440412192
4785,47412,0.100923814,10.76663017,2.10917E-05,2247897856
3900,35013.60156,0.111385286,10.46349144,2.85603E-05,1225952256
3926,39262.75,0.099992998,10.57803154,2.54694E-05,1541563520
1560,19486,0.080057479,9.877451897,5.13189E-05,379704192
1775,22648,0.078373365,10.02782726,4.4154E-05,512931904
2795,7826,0.357142866,8.9652071,0.000127779,61246276
7645,52697.44922,0.145073429,10.87232208,1.89763E-05,2777021184
1365,9195.900391,0.148435712,9.126513481,0.000108744,84564584
2496,31890,0.07826905,10.37004757,3.13578E-05,1016972096
2756,8835.700195,0.311916411,9.086555481,0.000113177,78069600
8325,62722.5,0.132727489,11.04647541,1.59432E-05,3934112000
2548,60813.5,0.041898593,11.01556683,1.64437E-05,3698281728
3445,42017.75,0.081989162,10.64584732,2.37995E-05,1765491328
3900,20671.25,0.188667834,9.936499596,4.83764E-05,427300576
1560,7444.200195,0.209559113,8.915190697,0.000134333,55416116
1950,21584.19922,0.090343863,9.979717255,4.63302E-05,465877664
2002,13213.2002,0.151515156,9.48897171,7.56819E-05,174588656
4355,23959,0.181768849,10.08409977,4.1738E-05,574033664
2080,16394,0.126875684,9.704670906,6.09979E-05,268763232
2288,21741.75,0.105235316,9.986989975,4.59945E-05,472703680
7007,71587,0.0978809,11.17866898,1.3969E-05,5124698624
3445,16865.80078,0.2042595,9.733043671,5.92916E-05,284455232
3899,63788,0.061124351,11.06332016,1.56769E-05,4068909056
2444,39375.25,0.062069446,10.58089256,2.53967E-05,1550410368
3746,37087.39844,0.10100466,10.52103233,2.69633E-05,1375475072
4212,9370,0.449519753,9.14526844,0.000106724,87796896
2600,37439.75,0.06944491,10.53048801,2.67096E-05,1401734912
4745,10665.5,0.444892406,9.274769783,9.37603E-05,113752888
5310,60303.75,0.088054225,11.0071497,1.65827E-05,3636542208
4745,34390.75,0.137973145,10.44554329,2.90776E-05,1182723712
6395,55987.75,0.114221416,10.93288803,1.7861E-05,3134628096
2704,9921,0.272553176,9.202408791,0.000100796,98426240
312,11709.4502,0.026645144,9.368151665,8.54011E-05,137111216
7344,69197.5,0.106131002,11.14472008,1.44514E-05,4788294144
11114,49491.14844,0.224565417,10.80954933,2.02056E-05,2449373696
4566,39201.14844,0.116476178,10.57646179,2.55095E-05,1536729984
3068,10065,0.30481869,9.216819763,9.93542E-05,101304224
