data,sp500,div,earn,cpi,datefract,10y,rsp500,rdiv,rearn,cape,,,,,,,,,,,,
1975.1,88.57,3.70,7.83,54.90,1975.79,8.14,388.75,16.24,34.35,10.33,,,,,,,,,,,,
1975.11,90.07,3.69,7.89,55.30,1975.87,8.05,392.48,16.08,34.39,10.44,,,,,,,,,,,,
1975.12,88.70,3.68,7.96,55.50,1975.96,8.00,385.11,15.98,34.56,10.25,,,,,,,,,,,,
1976.01,96.86,3.68,8.19,55.60,1976.04,7.74,419.79,15.96,35.51,11.19,,,,,,,,,,,,
1976.02,100.60,3.69,8.43,55.80,1976.12,7.79,434.43,15.92,36.39,11.59,,,,,,,,,,,,
1976.03,101.10,3.69,8.66,55.90,1976.21,7.73,435.81,15.91,37.33,11.63,,,,,,,,,,,,
1976.04,101.90,3.71,8.86,56.10,1976.29,7.56,437.69,15.95,38.04,11.69,,,,,,,,,,,,
1976.05,101.20,3.74,9.05,56.50,1976.37,7.90,431.61,15.94,38.61,11.53,,,,,,,,,,,,
1976.06,101.80,3.76,9.25,56.80,1976.46,7.86,431.87,15.95,39.24,11.54,,,,,,,,,,,,
1976.07,104.20,3.79,9.35,57.10,1976.54,7.83,439.73,15.99,39.46,11.76,,,,,,,,,,,,
1976.08,103.30,3.82,9.45,57.40,1976.62,7.77,433.66,16.04,39.67,11.60,,,,,,,,,,,,
1976.09,105.50,3.85,9.55,57.60,1976.71,7.59,441.35,16.11,39.95,11.81,,,,,,,,,,,,
1976.1,101.90,3.92,9.67,57.90,1976.79,7.41,424.09,16.30,40.24,11.35,,,,,,,,,,,,
1976.11,101.20,3.98,9.79,58.00,1976.87,7.29,420.45,16.55,40.67,11.25,,,,,,,,,,,,
1976.12,104.70,4.05,9.91,58.20,1976.96,6.87,433.49,16.77,41.03,11.60,,,,,,,,,,,,
1977.01,103.80,4.10,9.97,58.50,1977.04,7.21,427.56,16.87,41.05,11.44,,,,,,,,,,,,
1977.02,101.00,4.14,10.02,59.10,1977.12,7.39,411.81,16.89,40.87,11.01,,,,,,,,,,,,
1977.03,100.60,4.19,10.08,59.50,1977.21,7.46,407.42,16.97,40.82,10.90,,,,,,,,,,,,
1977.04,99.05,4.25,10.19,60.00,1977.29,7.37,397.80,17.06,40.94,10.64,,,,,,,,,,,,
1977.05,98.76,4.30,10.31,60.30,1977.37,7.46,394.66,17.20,41.19,10.55,,,,,,,,,,,,
1977.06,99.29,4.36,10.42,60.70,1977.46,7.28,394.16,17.31,41.37,10.53,,,,,,,,,,,,
1977.07,100.20,4.41,10.52,61.00,1977.54,7.33,395.82,17.41,41.54,10.57,,,,,,,,,,,,
1977.08,97.75,4.45,10.61,61.20,1977.62,7.40,384.88,17.53,41.79,10.27,,,,,,,,,,,,
1977.09,96.23,4.50,10.71,61.40,1977.71,7.34,377.66,17.66,42.03,10.07,,,,,,,,,,,,
1977.1,93.74,4.56,10.77,61.60,1977.79,7.52,366.69,17.82,42.13,9.77,,,,,,,,,,,,
1977.11,94.28,4.61,10.83,61.90,1977.87,7.58,367.02,17.96,42.16,9.77,,,,,,,,,,,,
1977.12,93.82,4.67,10.89,62.10,1977.96,7.69,364.05,18.12,42.26,9.68,,,,,,,,,,,,
1978.01,90.25,4.71,10.90,62.50,1978.04,7.96,347.96,18.17,42.02,9.24,,,,,,,,,,,,
1978.02,88.98,4.76,10.91,62.90,1978.12,8.03,340.88,18.22,41.80,9.05,,,,,,,,,,,,
1978.03,88.82,4.80,10.92,63.40,1978.21,8.04,337.58,18.24,41.50,8.95,,,,,,,,,,,,
1978.04,92.71,4.84,11.02,63.90,1978.29,8.15,349.61,18.24,41.57,9.26,,,,,,,,,,,,
1978.05,97.41,4.87,11.13,64.50,1978.37,8.35,363.92,18.21,41.57,9.63,,,,,,,,,,,,
1978.06,97.66,4.91,11.23,65.20,1978.46,8.46,360.93,18.15,41.50,9.55,,,,,,,,,,,,
1978.07,97.19,4.95,11.34,65.70,1978.54,8.64,356.46,18.14,41.60,9.43,,,,,,,,,,,,
1978.08,103.90,4.98,11.46,66.00,1978.62,8.41,379.34,18.19,41.83,10.02,,,,,,,,,,,,
1978.09,103.90,5.02,11.57,66.50,1978.71,8.42,376.49,18.19,41.92,9.94,,,,,,,,,,,,
1978.1,100.60,5.04,11.82,67.10,1978.79,8.64,361.27,18.09,42.46,9.53,,,,,,,,,,,,
1978.11,94.71,5.05,12.08,67.40,1978.87,8.81,338.61,18.07,43.18,8.93,,,,,,,,,,,,
1978.12,96.11,5.07,12.33,67.70,1978.96,9.01,342.09,18.05,43.89,9.01,,,,,,,,,,,,
1979.01,99.71,5.11,12.65,68.30,1979.04,9.10,351.78,18.04,44.64,9.26,,,,,,,,,,,,
1979.02,98.23,5.16,12.98,69.10,1979.12,9.10,342.55,17.98,45.25,9.00,,,,,,,,,,,,
1979.03,100.10,5.20,13.30,69.80,1979.21,9.12,345.57,17.95,45.91,9.07,,,,,,,,,,,,
1979.04,102.10,5.25,13.53,70.60,1979.29,9.18,348.48,17.91,46.17,9.13,,,,,,,,,,,,
1979.05,99.73,5.29,13.75,71.50,1979.37,9.25,336.11,17.84,46.35,8.79,,,,,,,,,,,,
1979.06,101.70,5.34,13.98,72.30,1979.46,8.91,338.95,17.80,46.59,8.85,,,,,,,,,,,,
1979.07,102.70,5.40,14.20,73.10,1979.54,8.95,338.54,17.79,46.80,8.83,,,,,,,,,,,,
1979.08,107.40,5.45,14.41,73.80,1979.62,9.03,350.68,17.81,47.06,9.13,,,,,,,,,,,,
1979.09,108.60,5.51,14.63,74.60,1979.71,9.33,350.79,17.80,47.26,9.11,,,,,,,,,,,,
1979.1,104.50,5.56,14.71,75.20,1979.79,10.30,334.85,17.81,47.13,8.68,,,,,,,,,,,,
1979.11,103.70,5.60,14.78,75.90,1979.87,10.65,329.23,17.79,46.93,8.52,,,,,,,,,,,,
1979.12,107.80,5.65,14.86,76.70,1979.96,10.39,338.67,17.75,46.69,8.75,,,,,,,,,,,,
1980.01,110.90,5.70,15.00,77.80,1980.04,10.80,343.49,17.65,46.47,8.85,,,,,,,,,,,,
1980.02,115.30,5.75,15.15,78.90,1980.12,12.41,352.14,17.56,46.26,9.05,,,,,,,,,,,,
1980.03,104.70,5.80,15.29,80.10,1980.21,12.75,314.97,17.45,46.00,8.08,,,,,,,,,,,,
1980.04,103.00,5.85,15.17,81.00,1980.29,11.47,306.42,17.39,45.14,7.84,,,,,,,,,,,,
1980.05,107.70,5.89,15.06,81.80,1980.37,10.18,317.26,17.36,44.35,8.10,,,,,,,,,,,,
1980.06,114.60,5.94,14.94,82.70,1980.46,9.78,333.92,17.31,43.53,8.51,,,,,,,,,,,,
1980.07,119.80,5.98,14.84,82.70,1980.54,10.25,349.07,17.43,43.24,8.88,,,,,,,,,,,,
1980.08,123.50,6.03,14.74,83.30,1980.62,11.10,357.26,17.43,42.64,9.07,,,,,,,,,,,,
1980.09,126.50,6.07,14.64,84.00,1980.71,11.51,362.89,17.41,42.00,9.20,,,,,,,,,,,,
1980.1,130.20,6.10,14.70,84.80,1980.79,11.75,369.98,17.33,41.77,9.36,,,,,,,,,,,,
1980.11,135.70,6.13,14.76,85.50,1980.87,12.68,382.45,17.28,41.60,9.65,,,,,,,,,,,,
1980.12,133.50,6.16,14.82,86.30,1980.96,12.84,372.76,17.20,41.38,9.39,,,,,,,,,,,,
1981.01,133.00,6.20,14.74,87.00,1981.04,12.57,368.38,17.17,40.83,9.26,,,,,,,,,,,,
1981.02,128.40,6.24,14.66,87.90,1981.12,13.19,351.99,17.11,40.19,8.83,,,,,,,,,,,,
1981.03,133.20,6.28,14.58,88.50,1981.21,13.12,362.68,17.10,39.70,9.08,,,,,,,,,,,,
1981.04,134.40,6.32,14.72,89.10,1981.29,13.68,363.48,17.08,39.82,9.09,,,,,,,,,,,,
1981.05,131.70,6.35,14.87,89.80,1981.37,14.10,353.40,17.05,39.89,8.82,,,,,,,,,,,,
1981.06,132.30,6.39,15.01,90.60,1981.46,13.47,351.88,17.00,39.92,8.77,,,,,,,,,,,,
1981.07,129.10,6.43,15.10,91.60,1981.54,14.28,339.62,16.92,39.71,8.45,,,,,,,,,,,,
1981.08,129.60,6.48,15.18,92.30,1981.62,14.94,338.35,16.91,39.64,8.40,,,,,,,,,,,,
1981.09,118.30,6.52,15.27,93.20,1981.71,15.32,305.86,16.86,39.48,7.58,,,,,,,,,,,,
1981.1,119.80,6.56,15.30,93.40,1981.79,15.15,309.08,16.92,39.47,7.65,,,,,,,,,,,,
1981.11,122.90,6.59,15.33,93.70,1981.87,13.39,316.06,16.96,39.42,7.81,,,,,,,,,,,,
1981.12,123.80,6.63,15.36,94.00,1981.96,13.72,317.36,17.00,39.38,7.83,,,,,,,,,,,,
1982.01,117.30,6.66,15.18,94.30,1982.04,14.59,299.74,17.02,38.78,7.39,,,,,,,,,,,,
1982.02,114.50,6.69,14.99,94.60,1982.12,14.43,291.66,17.04,38.19,7.18,,,,,,,,,,,,
1982.03,110.80,6.72,14.81,94.50,1982.21,13.86,282.53,17.14,37.76,6.95,,,,,,,,,,,,
1982.04,116.30,6.75,14.60,94.90,1982.29,13.87,295.31,17.14,37.06,7.26,,,,,,,,,,,,
1982.05,116.40,6.78,14.38,95.80,1982.37,13.62,292.78,17.05,36.18,7.19,,,,,,,,,,,,
1982.06,109.70,6.81,14.17,97.00,1982.46,14.30,272.52,16.92,35.20,6.69,,,,,,,,,,,,
1982.07,109.40,6.82,13.97,97.50,1982.54,13.95,270.38,16.86,34.52,6.64,,,,,,,,,,,,
1982.08,109.70,6.84,13.76,97.70,1982.62,13.06,270.56,16.86,33.95,6.64,,,,,,,,,,,,
1982.09,122.40,6.85,13.56,97.90,1982.71,12.34,301.27,16.86,33.38,7.40,,,,,,,,,,,,
1982.1,132.70,6.86,13.25,98.20,1982.79,10.91,325.62,16.83,32.52,8.00,,,,,,,,,,,,
1982.11,138.10,6.86,12.95,98.00,1982.87,10.55,339.57,16.88,31.83,8.35,,,,,,,,,,,,
1982.12,139.40,6.87,12.64,97.60,1982.96,10.54,344.17,16.96,31.21,8.47,,,,,,,,,,,,
1983.01,144.30,6.88,12.57,97.80,1983.04,10.46,355.54,16.96,30.96,8.76,,,,,,,,,,,,
1983.02,146.80,6.90,12.49,97.90,1983.12,10.72,361.33,16.98,30.75,8.91,,,,,,,,,,,,
1983.03,151.90,6.91,12.42,97.90,1983.21,10.51,373.88,17.01,30.57,9.23,,,,,,,,,,,,
1983.04,157.70,6.92,12.48,98.60,1983.29,10.40,385.40,16.91,30.49,9.53,,,,,,,,,,,,
1983.05,164.10,6.93,12.53,99.20,1983.37,10.38,398.62,16.83,30.44,9.87,,,,,,,,,,,,
1983.06,166.40,6.94,12.59,99.50,1983.46,10.85,402.98,16.81,30.49,10.00,,,,,,,,,,,,
1983.07,167.00,6.96,12.83,99.90,1983.54,11.38,402.82,16.79,30.94,10.01,,,,,,,,,,,,
1983.08,162.40,6.98,13.06,100.20,1983.62,11.85,390.55,16.79,31.42,9.73,,,,,,,,,,,,
1983.09,167.20,7.00,13.30,100.70,1983.71,11.65,400.10,16.75,31.83,9.98,,,,,,,,,,,,
1983.1,167.70,7.03,13.54,101.00,1983.79,11.54,400.10,16.77,32.31,10.00,,,,,,,,,,,,
1983.11,165.20,7.06,13.79,101.20,1983.87,11.69,393.36,16.81,32.83,9.85,,,,,,,,,,,,
1983.12,164.40,7.09,14.03,101.30,1983.96,11.83,391.07,16.87,33.37,9.82,,,,,,,,,,,,
1984.01,166.40,7.12,14.44,101.90,1984.04,11.67,393.49,16.84,34.15,9.89,,,,,,,,,,,,
1984.02,157.30,7.15,14.85,102.40,1984.12,11.84,370.16,16.83,34.94,9.32,,,,,,,,,,,,
1984.03,157.40,7.18,15.26,102.60,1984.21,12.32,369.67,16.86,35.84,9.33,,,,,,,,,,,,
1984.04,157.60,7.22,15.57,103.10,1984.29,12.63,368.35,16.88,36.40,9.31,,,,,,,,,,,,
1984.05,156.60,7.27,15.89,103.40,1984.37,13.41,364.95,16.93,37.02,9.23,,,,,,,,,,,,
1984.06,153.10,7.31,16.20,103.70,1984.46,13.56,355.76,16.99,37.64,9.01,,,,,,,,,,,,
1984.07,151.10,7.33,16.32,104.10,1984.54,13.36,349.76,16.97,37.78,8.87,,,,,,,,,,,,
1984.08,164.40,7.36,16.44,104.50,1984.62,12.72,379.09,16.96,37.91,9.62,,,,,,,,,,,,
1984.09,166.10,7.38,16.56,105.00,1984.71,12.52,381.19,16.94,38.00,9.69,,,,,,,,,,,,
1984.1,164.80,7.43,16.59,105.30,1984.79,12.16,377.13,17.00,37.96,9.60,,,,,,,,,,,,
1984.11,166.30,7.48,16.61,105.30,1984.87,11.57,380.56,17.12,38.02,9.69,,,,,,,,,,,,
1984.12,164.50,7.53,16.64,105.30,1984.96,11.50,376.44,17.23,38.08,9.60,,,,,,,,,,,,
1985.01,171.60,7.57,16.56,105.50,1985.04,11.38,391.94,17.30,37.82,10.00,,,,,,,,,,,,
1985.02,180.90,7.62,16.47,106.00,1985.12,11.51,411.24,17.31,37.45,10.49,,,,,,,,,,,,
1985.03,179.40,7.66,16.39,106.40,1985.21,11.86,406.29,17.35,37.12,10.37,,,,,,,,,,,,
1985.04,180.60,7.69,16.13,106.90,1985.29,11.43,407.10,17.33,36.36,10.40,,,,,,,,,,,,
1985.05,184.90,7.71,15.87,107.30,1985.37,10.85,415.24,17.32,35.64,10.61,,,,,,,,,,,,
1985.06,188.90,7.74,15.61,107.60,1985.46,10.16,423.04,17.33,34.96,10.81,,,,,,,,,,,,
1985.07,192.50,7.77,15.48,107.80,1985.54,10.31,430.30,17.38,34.61,11.00,,,,,,,,,,,,
1985.08,188.30,7.81,15.36,108.00,1985.62,10.33,420.13,17.42,34.26,10.74,,,,,,,,,,,,
1985.09,184.10,7.84,15.23,108.30,1985.71,10.37,409.62,17.44,33.89,10.47,,,,,,,,,,,,
1985.1,186.20,7.86,15.02,108.70,1985.79,10.24,412.77,17.42,33.30,10.55,,,,,,,,,,,,
1985.11,197.50,7.88,14.82,109.00,1985.87,9.78,436.61,17.42,32.76,11.16,,,,,,,,,,,,
1985.12,207.30,7.90,14.61,109.30,1985.96,9.26,457.02,17.42,32.21,11.69,,,,,,,,,,,,
1986.01,208.20,7.94,14.58,109.60,1986.04,9.19,457.75,17.46,32.06,11.72,,,,,,,,,,,,
1986.02,219.40,7.98,14.55,109.30,1986.12,8.70,483.70,17.59,32.08,12.39,,,,,,,,,,,,
1986.03,232.30,8.02,14.52,108.80,1986.21,7.78,514.49,17.76,32.16,13.19,,,,,,,,,,,,
1986.04,238.00,8.05,14.58,108.60,1986.29,7.30,528.09,17.85,32.36,13.55,,,,,,,,,,,,
1986.05,238.50,8.07,14.65,108.90,1986.37,7.71,527.74,17.86,32.41,13.56,,,,,,,,,,,,
1986.06,245.30,8.10,14.71,109.50,1986.46,7.80,539.81,17.82,32.37,13.89,,,,,,,,,,,,
1986.07,240.20,8.14,14.76,109.50,1986.54,7.30,528.59,17.92,32.47,13.62,,,,,,,,,,,,
1986.08,245.00,8.19,14.80,109.70,1986.62,7.17,538.17,17.98,32.52,13.89,,,,,,,,,,,,
1986.09,238.30,8.23,14.85,110.20,1986.71,7.45,521.08,18.00,32.47,13.47,,,,,,,,,,,,
1986.1,237.40,8.25,14.73,110.30,1986.79,7.43,518.64,18.02,32.17,13.43,,,,,,,,,,,,
1986.11,245.10,8.26,14.60,110.40,1986.87,7.25,534.97,18.04,31.87,13.87,,,,,,,,,,,,
1986.12,248.60,8.28,14.48,110.50,1986.96,7.11,542.12,18.06,31.58,14.09,,,,,,,,,,,,
1987.01,264.50,8.30,14.69,111.20,1987.04,7.08,573.16,17.99,31.83,14.92,,,,,,,,,,,,
1987.02,280.90,8.32,14.89,111.60,1987.12,7.25,606.52,17.96,32.16,15.82,,,,,,,,,,,,
1987.03,292.50,8.34,15.10,112.10,1987.21,7.25,628.75,17.93,32.46,16.43,,,,,,,,,,,,
1987.04,289.30,8.40,14.87,112.70,1987.29,8.02,618.56,17.96,31.80,16.20,,,,,,,,,,,,
1987.05,289.10,8.46,14.65,113.10,1987.37,8.61,615.95,18.02,31.21,16.16,,,,,,,,,,,,
1987.06,301.40,8.52,14.42,113.50,1987.46,8.40,639.89,18.09,30.61,16.83,,,,,,,,,,,,
1987.07,310.10,8.57,14.90,113.80,1987.54,8.45,656.63,18.14,31.55,17.31,,,,,,,,,,,,
1987.08,329.40,8.61,15.38,114.40,1987.62,8.76,693.83,18.14,32.40,18.33,,,,,,,,,,,,
1987.09,318.70,8.66,15.86,115.00,1987.71,9.42,667.79,18.15,33.23,17.68,,,,,,,,,,,,
1987.1,280.20,8.71,16.41,115.30,1987.79,9.52,585.59,18.20,34.29,15.53,,,,,,,,,,,,
1987.11,245.00,8.76,16.95,115.40,1987.87,8.86,511.59,18.29,35.40,13.59,,,,,,,,,,,,
1987.12,241.00,8.81,17.50,115.40,1987.96,8.99,503.23,18.40,36.54,13.39,,,,,,,,,,,,
1988.01,250.50,8.86,17.86,115.70,1988.04,8.67,521.71,18.45,37.20,13.90,,,,,,,,,,,,
1988.02,258.10,8.90,18.23,116.00,1988.12,8.21,536.15,18.49,37.86,14.30,,,,,,,,,,,,
1988.03,265.70,8.95,18.59,116.50,1988.21,8.37,549.57,18.51,38.45,14.67,,,,,,,,,,,,
1988.04,262.60,9.04,19.62,117.10,1988.29,8.72,540.38,18.61,40.37,14.43,,,,,,,,,,,,
1988.05,256.10,9.14,20.64,117.50,1988.37,9.09,525.21,18.74,42.33,14.03,,,,,,,,,,,,
1988.06,270.70,9.23,21.67,118.00,1988.46,8.92,552.80,18.85,44.25,14.77,,,,,,,,,,,,
1988.07,269.10,9.31,22.02,118.50,1988.54,9.06,547.21,18.92,44.78,14.61,,,,,,,,,,,,
1988.08,263.70,9.38,22.38,119.00,1988.62,9.26,533.98,19.00,45.31,14.24,,,,,,,,,,,,
1988.09,268.00,9.46,22.73,119.80,1988.71,8.98,539.06,19.03,45.72,14.37,,,,,,,,,,,,
1988.1,277.40,9.55,23.07,120.20,1988.79,8.80,556.11,19.15,46.26,14.81,,,,,,,,,,,,
1988.11,271.00,9.64,23.42,120.30,1988.87,8.96,542.83,19.31,46.90,14.45,,,,,,,,,,,,
1988.12,276.50,9.75,23.75,120.50,1988.96,9.11,552.92,19.50,47.49,14.70,,,,,,,,,,,,
1989.01,285.40,9.81,24.16,121.10,1989.04,9.09,567.89,19.53,48.07,15.09,,,,,,,,,,,,
1989.02,294.00,9.90,24.56,121.60,1989.12,9.17,582.60,19.61,48.67,15.47,,,,,,,,,,,,
1989.03,292.70,10.01,24.96,122.30,1989.21,9.36,576.71,19.72,49.18,15.30,,,,,,,,,,,,
1989.04,302.30,10.09,25.05,123.10,1989.29,9.18,591.75,19.74,49.03,15.69,,,,,,,,,,,,
1989.05,313.90,10.19,25.13,123.80,1989.37,8.86,610.98,19.84,48.92,16.19,,,,,,,,,,,,
1989.06,323.70,10.37,25.22,124.10,1989.46,8.28,628.53,20.14,48.97,16.64,,,,,,,,,,,,
1989.07,331.90,10.42,24.71,124.40,1989.54,8.02,642.90,20.19,47.86,17.01,,,,,,,,,,,,
1989.08,346.60,10.55,24.20,124.60,1989.62,8.11,670.30,20.40,46.80,17.73,,,,,,,,,,,,
1989.09,347.30,10.73,23.69,125.00,1989.71,8.19,669.50,20.68,45.67,17.71,,,,,,,,,,,,
1989.1,347.40,10.80,23.43,125.60,1989.79,8.01,666.50,20.71,44.94,17.64,,,,,,,,,,,,
1989.11,340.20,10.92,23.16,125.90,1989.87,7.87,651.13,20.91,44.33,17.24,,,,,,,,,,,,
1989.12,348.60,11.06,22.87,126.10,1989.96,7.84,666.15,21.13,43.70,17.65,,,,,,,,,,,,
1990.01,339.97,11.14,22.49,127.40,1990.04,8.21,643.03,21.07,42.54,17.05,,,,,,,,,,,,
1990.02,330.45,11.23,22.08,128.00,1990.12,8.47,622.09,21.14,41.57,16.51,,,,,,,,,,,,
1990.03,338.46,11.32,21.67,128.70,1990.21,8.59,633.70,21.19,40.57,16.83,,,,,,,,,,,,
1990.04,338.18,11.44,21.53,128.90,1990.29,8.79,632.20,21.38,40.25,16.81,,,,,,,,,,,,
1990.05,350.25,11.55,21.40,129.20,1990.37,8.76,653.24,21.55,39.91,17.39,,,,,,,,,,,,
1990.06,360.39,11.66,21.26,129.90,1990.46,8.48,668.53,21.63,39.44,17.82,,,,,,,,,,,,
1990.07,360.03,11.73,21.42,130.40,1990.54,8.47,665.30,21.67,39.58,17.75,,,,,,,,,,,,
1990.08,330.75,11.78,21.58,131.60,1990.62,8.75,605.62,21.58,39.51,16.17,,,,,,,,,,,,
1990.09,315.41,11.83,21.74,132.70,1990.71,8.89,572.75,21.48,39.48,15.30,,,,,,,,,,,,
1990.1,307.12,11.93,21.61,133.50,1990.79,8.72,554.35,21.53,39.00,14.82,,,,,,,,,,,,
1990.11,315.29,12.01,21.47,133.80,1990.87,8.39,567.82,21.64,38.67,15.19,,,,,,,,,,,,
1990.12,328.75,12.09,21.34,133.80,1990.96,8.08,592.06,21.77,38.43,15.85,,,,,,,,,,,,
1991.01,325.49,12.11,21.18,134.60,1991.04,8.09,582.71,21.67,37.92,15.61,,,,,,,,,,,,
1991.02,362.26,12.11,21.03,134.80,1991.12,7.85,647.57,21.65,37.59,17.35,,,,,,,,,,,,
1991.03,372.28,12.11,20.94,135.00,1991.21,8.11,664.50,21.62,37.38,17.82,,,,,,,,,,,,
1991.04,379.68,12.13,20.36,135.20,1991.29,8.04,676.70,21.62,36.29,18.16,,,,,,,,,,,,
1991.05,377.99,12.14,19.86,135.60,1991.37,8.07,671.71,21.57,35.29,18.04,,,,,,,,,,,,
1991.06,378.29,12.15,19.41,136.00,1991.46,8.28,670.26,21.53,34.39,18.02,,,,,,,,,,,,
1991.07,380.23,12.19,18.84,136.20,1991.54,8.27,672.71,21.57,33.33,18.10,,,,,,,,,,,,
1991.08,389.40,12.24,18.33,136.60,1991.62,7.90,686.92,21.59,32.33,18.51,,,,,,,,,,,,
1991.09,387.20,12.28,17.82,137.20,1991.71,7.65,680.05,21.57,31.30,18.36,,,,,,,,,,,,
1991.1,386.88,12.25,17.20,137.40,1991.79,7.53,678.50,21.49,30.17,18.35,,,,,,,,,,,,
1991.11,385.92,12.23,16.59,137.80,1991.87,7.42,674.85,21.38,29.00,18.29,,,,,,,,,,,,
1991.12,388.51,12.20,15.97,137.90,1991.96,7.09,678.88,21.32,27.91,18.44,,,,,,,,,,,,
1992.01,416.08,12.24,16.05,138.10,1992.04,7.03,726.01,21.36,28.00,19.77,,,,,,,,,,,,
1992.02,412.56,12.28,16.12,138.60,1992.12,7.34,717.27,21.35,28.03,19.58,,,,,,,,,,,,
1992.03,407.36,12.32,16.19,139.30,1992.21,7.54,704.67,21.31,28.01,19.28,,,,,,,,,,,,
1992.04,407.41,12.32,16.48,139.50,1992.29,7.48,703.75,21.28,28.47,19.30,,,,,,,,,,,,
1992.05,414.81,12.32,16.77,139.70,1992.37,7.39,715.50,21.25,28.92,19.66,,,,,,,,,,,,
1992.06,408.27,12.32,17.05,140.20,1992.46,7.26,701.71,21.17,29.30,19.32,,,,,,,,,,,,
1992.07,415.05,12.34,17.38,140.50,1992.54,6.84,711.84,21.17,29.81,19.62,,,,,,,,,,,,
1992.08,417.93,12.37,17.71,140.90,1992.62,6.59,714.74,21.15,30.29,19.72,,,,,,,,,,,,
1992.09,418.48,12.40,18.04,141.30,1992.71,6.42,713.66,21.15,30.76,19.71,,,,,,,,,,,,
1992.1,412.50,12.39,18.39,141.80,1992.79,6.59,700.98,21.05,31.25,19.37,,,,,,,,,,,,
1992.11,422.84,12.38,18.74,142.00,1992.87,6.87,717.54,21.01,31.80,19.83,,,,,,,,,,,,
1992.12,435.64,12.39,19.09,141.90,1992.96,6.77,739.78,21.04,32.42,20.45,,,,,,,,,,,,
1993.01,435.23,12.41,19.34,142.60,1993.04,6.60,735.46,20.98,32.68,20.32,,,,,,,,,,,,
1993.02,441.70,12.45,19.59,143.10,1993.12,6.26,743.78,20.96,32.99,20.55,,,,,,,,,,,,
1993.03,450.16,12.48,19.84,143.60,1993.21,5.98,755.39,20.94,33.29,20.86,,,,,,,,,,,,
1993.04,443.08,12.49,19.67,144.00,1993.29,5.97,741.44,20.91,32.92,20.46,,,,,,,,,,,,
1993.05,445.25,12.51,19.50,144.20,1993.37,6.04,744.04,20.90,32.59,20.52,,,,,,,,,,,,
1993.06,448.06,12.52,19.33,144.40,1993.46,5.96,747.70,20.89,32.26,20.61,,,,,,,,,,,,
1993.07,447.29,12.52,19.69,144.40,1993.54,5.81,746.41,20.89,32.86,20.56,,,,,,,,,,,,
1993.08,454.13,12.52,20.05,144.80,1993.62,5.68,755.74,20.84,33.37,20.81,,,,,,,,,,,,
1993.09,459.24,12.52,20.41,145.10,1993.71,5.36,762.66,20.79,33.89,20.99,,,,,,,,,,,,
1993.1,463.90,12.54,20.90,145.70,1993.79,5.33,767.23,20.74,34.57,21.11,,,,,,,,,,,,
1993.11,462.89,12.56,21.39,145.80,1993.87,5.72,765.03,20.76,35.35,21.04,,,,,,,,,,,,
1993.12,465.95,12.58,21.89,145.80,1993.96,5.77,770.09,20.79,36.18,21.16,,,,,,,,,,,,
1994.01,472.99,12.62,22.16,146.20,1994.04,5.75,779.58,20.81,36.52,21.41,,,,,,,,,,,,
1994.02,471.58,12.67,22.43,146.70,1994.12,5.97,774.61,20.81,36.85,21.26,,,,,,,,,,,,
1994.03,463.81,12.71,22.71,147.20,1994.21,6.48,759.26,20.81,37.18,20.83,,,,,,,,,,,,
1994.04,447.23,12.75,23.54,147.40,1994.29,6.97,731.12,20.85,38.48,20.06,,,,,,,,,,,,
1994.05,450.90,12.80,24.37,147.50,1994.37,7.18,736.62,20.91,39.81,20.20,,,,,,,,,,,,
1994.06,454.83,12.84,25.20,148.00,1994.46,7.10,740.53,20.91,41.03,20.29,,,,,,,,,,,,
1994.07,451.40,12.87,25.91,148.40,1994.54,7.30,732.97,20.90,42.07,20.07,,,,,,,,,,,,
1994.08,464.24,12.90,26.62,149.00,1994.62,7.24,750.78,20.86,43.05,20.54,,,,,,,,,,,,
1994.09,466.96,12.92,27.33,149.40,1994.71,7.46,753.16,20.84,44.08,20.58,,,,,,,,,,,,
1994.1,463.81,13.01,28.42,149.50,1994.79,7.74,747.58,20.98,45.81,20.40,,,,,,,,,,,,
1994.11,461.01,13.10,29.51,149.70,1994.87,7.96,742.07,21.08,47.50,20.21,,,,,,,,,,,,
1994.12,455.19,13.17,30.60,149.70,1994.96,7.81,732.70,21.20,49.26,19.91,,,,,,,,,,,,
1995.01,465.25,13.18,31.25,150.30,1995.04,7.78,745.91,21.13,50.10,20.22,,,,,,,,,,,,
1995.02,481.92,13.18,31.90,150.90,1995.12,7.47,769.56,21.05,50.94,20.80,,,,,,,,,,,,
1995.03,493.15,13.17,32.55,151.40,1995.21,7.20,784.89,20.96,51.81,21.15,,,,,,,,,,,,
1995.04,507.91,13.24,33.18,151.90,1995.29,7.06,805.73,21.01,52.63,21.64,,,,,,,,,,,,
1995.05,523.81,13.31,33.80,152.20,1995.37,6.63,829.31,21.07,53.52,22.20,,,,,,,,,,,,
1995.06,539.35,13.36,34.43,152.50,1995.46,6.17,852.23,21.11,54.40,22.72,,,,,,,,,,,,
1995.07,557.37,13.44,34.68,152.50,1995.54,6.28,880.71,21.24,54.80,23.38,,,,,,,,,,,,
1995.08,559.11,13.51,34.93,152.90,1995.62,6.49,881.15,21.29,55.05,23.28,,,,,,,,,,,,
1995.09,578.77,13.58,35.18,153.20,1995.71,6.20,910.34,21.36,55.33,23.95,,,,,,,,,,,,
