data,sp500,div,earn,cpi,datefract,10y,rsp500,rdiv,rearn,cape,,,,,,,,,,,,
1955.1,42.11,1.63,3.50,26.90,1955.79,2.88,377.22,14.57,31.35,17.77,,,,,,,,,,,,
1955.11,44.95,1.63,3.56,26.90,1955.87,2.89,402.66,14.63,31.89,18.84,,,,,,,,,,,,
1955.12,45.37,1.64,3.62,26.80,1955.96,2.96,407.94,14.75,32.55,18.94,,,,,,,,,,,,
1956.01,44.15,1.67,3.64,26.80,1956.04,2.90,396.97,15.02,32.76,18.29,,,,,,,,,,,,
1956.02,44.43,1.70,3.67,26.80,1956.12,2.84,399.48,15.29,32.97,18.27,,,,,,,,,,,,
1956.03,47.49,1.73,3.69,26.80,1956.21,2.96,427.00,15.55,33.18,19.37,,,,,,,,,,,,
1956.04,48.05,1.75,3.66,26.90,1956.29,3.18,430.43,15.71,32.79,19.37,,,,,,,,,,,,
1956.05,46.54,1.78,3.63,27.00,1956.37,3.07,415.36,15.86,32.40,18.54,,,,,,,,,,,,
1956.06,46.27,1.80,3.60,27.20,1956.46,3.00,409.91,15.95,31.89,18.16,,,,,,,,,,,,
1956.07,48.78,1.81,3.55,27.40,1956.54,3.11,428.99,15.95,31.25,18.86,,,,,,,,,,,,
1956.08,48.49,1.83,3.51,27.30,1956.62,3.33,428.00,16.12,30.95,18.67,,,,,,,,,,,,
1956.09,46.84,1.84,3.46,27.40,1956.71,3.38,411.93,16.18,30.43,17.84,,,,,,,,,,,,
1956.1,46.24,1.81,3.44,27.50,1956.79,3.34,405.18,15.83,30.17,17.42,,,,,,,,,,,,
1956.11,45.76,1.77,3.43,27.50,1956.87,3.49,400.97,15.54,30.03,17.12,,,,,,,,,,,,
1956.12,46.44,1.74,3.41,27.60,1956.96,3.59,405.45,15.19,29.77,17.20,,,,,,,,,,,,
1957.01,45.43,1.74,3.41,27.60,1957.04,3.46,396.64,15.16,29.74,16.72,,,,,,,,,,,,
1957.02,43.47,1.73,3.40,27.70,1957.12,3.34,378.15,15.08,29.61,15.84,,,,,,,,,,,,
1957.03,44.03,1.73,3.40,27.80,1957.21,3.41,381.65,15.00,29.47,15.90,,,,,,,,,,,,
1957.04,45.05,1.73,3.41,27.90,1957.29,3.48,389.09,14.94,29.42,16.12,,,,,,,,,,,,
1957.05,46.78,1.73,3.41,28.00,1957.37,3.60,402.59,14.89,29.38,16.60,,,,,,,,,,,,
1957.06,47.55,1.73,3.42,28.10,1957.46,3.80,407.76,14.84,29.33,16.73,,,,,,,,,,,,
1957.07,48.51,1.74,3.44,28.30,1957.54,3.93,413.05,14.82,29.26,16.87,,,,,,,,,,,,
1957.08,45.84,1.75,3.45,28.30,1957.62,3.93,390.32,14.90,29.40,15.87,,,,,,,,,,,,
1957.09,43.98,1.76,3.47,28.30,1957.71,3.92,374.48,14.99,29.55,15.16,,,,,,,,,,,,
1957.1,41.24,1.77,3.44,28.30,1957.79,3.97,351.15,15.07,29.26,14.15,,,,,,,,,,,,
1957.11,40.35,1.78,3.40,28.40,1957.87,3.72,342.36,15.10,28.88,13.74,,,,,,,,,,,,
1957.12,40.33,1.79,3.37,28.40,1957.96,3.21,342.19,15.19,28.59,13.67,,,,,,,,,,,,
1958.01,41.12,1.78,3.29,28.60,1958.04,3.09,346.45,15.03,27.75,13.79,,,,,,,,,,,,
1958.02,41.26,1.78,3.22,28.60,1958.12,3.05,347.63,14.97,27.10,13.78,,,,,,,,,,,,
1958.03,42.11,1.77,3.14,28.80,1958.21,2.98,352.33,14.81,26.27,13.93,,,,,,,,,,,,
1958.04,42.34,1.76,3.07,28.90,1958.29,2.88,353.03,14.65,25.60,13.91,,,,,,,,,,,,
1958.05,43.70,1.74,3.00,28.90,1958.37,2.92,364.37,14.54,25.01,14.32,,,,,,,,,,,,
1958.06,44.75,1.73,2.93,28.90,1958.46,2.97,373.12,14.42,24.43,14.64,,,,,,,,,,,,
1958.07,45.98,1.73,2.91,29.00,1958.54,3.20,382.06,14.37,24.21,14.96,,,,,,,,,,,,
1958.08,47.70,1.73,2.90,28.90,1958.62,3.54,397.72,14.42,24.15,15.54,,,,,,,,,,,,
1958.09,48.96,1.73,2.88,28.90,1958.71,3.76,408.23,14.42,24.01,15.93,,,,,,,,,,,,
1958.1,50.95,1.74,2.88,28.90,1958.79,3.80,424.82,14.48,24.04,16.56,,,,,,,,,,,,
1958.11,52.50,1.74,2.89,29.00,1958.87,3.74,436.23,14.49,23.99,16.99,,,,,,,,,,,,
1958.12,53.49,1.75,2.89,28.90,1958.96,3.86,446.00,14.59,24.10,17.36,,,,,,,,,,,,
1959.01,55.62,1.76,2.96,29.00,1959.04,4.02,462.16,14.60,24.62,17.98,,,,,,,,,,,,
1959.02,54.77,1.76,3.04,28.90,1959.12,3.96,456.67,14.70,25.32,17.76,,,,,,,,,,,,
1959.03,56.16,1.77,3.11,28.90,1959.21,3.99,468.26,14.76,25.93,18.20,,,,,,,,,,,,
1959.04,57.10,1.78,3.21,29.00,1959.29,4.12,474.46,14.76,26.64,18.43,,,,,,,,,,,,
1959.05,57.96,1.78,3.30,29.00,1959.37,4.31,481.60,14.82,27.45,18.69,,,,,,,,,,,,
1959.06,57.46,1.79,3.40,29.10,1959.46,4.34,475.81,14.82,28.15,18.45,,,,,,,,,,,,
1959.07,59.74,1.80,3.41,29.20,1959.54,4.40,492.99,14.83,28.14,19.09,,,,,,,,,,,,
1959.08,59.40,1.80,3.42,29.20,1959.62,4.43,490.19,14.88,28.22,18.96,,,,,,,,,,,,
1959.09,57.05,1.81,3.43,29.30,1959.71,4.68,469.19,14.89,28.21,18.12,,,,,,,,,,,,
1959.1,57.00,1.82,3.42,29.40,1959.79,4.53,467.18,14.89,28.00,18.02,,,,,,,,,,,,
1959.11,57.23,1.82,3.40,29.40,1959.87,4.53,469.07,14.94,27.89,18.07,,,,,,,,,,,,
1959.12,59.06,1.83,3.39,29.40,1959.96,4.69,484.07,15.00,27.78,18.62,,,,,,,,,,,,
1960.01,58.03,1.87,3.39,29.30,1960.04,4.72,477.25,15.35,27.88,18.34,,,,,,,,,,,,
1960.02,55.78,1.90,3.39,29.40,1960.12,4.49,457.18,15.60,27.78,17.55,,,,,,,,,,,,
1960.03,55.02,1.94,3.39,29.40,1960.21,4.25,450.95,15.90,27.78,17.29,,,,,,,,,,,,
1960.04,55.73,1.94,3.35,29.50,1960.29,4.28,455.22,15.87,27.34,17.43,,,,,,,,,,,,
1960.05,55.22,1.95,3.30,29.50,1960.37,4.35,451.06,15.90,26.98,17.26,,,,,,,,,,,,
1960.06,57.26,1.95,3.26,29.60,1960.46,4.15,466.14,15.87,26.54,17.82,,,,,,,,,,,,
1960.07,55.84,1.95,3.26,29.60,1960.54,3.90,454.58,15.87,26.57,17.38,,,,,,,,,,,,
1960.08,56.51,1.95,3.27,29.60,1960.62,3.80,460.04,15.87,26.59,17.58,,,,,,,,,,,,
1960.09,54.81,1.95,3.27,29.60,1960.71,3.80,446.20,15.87,26.62,17.05,,,,,,,,,,,,
1960.1,53.73,1.95,3.27,29.80,1960.79,3.89,434.47,15.77,26.44,16.61,,,,,,,,,,,,
1960.11,55.47,1.95,3.27,29.80,1960.87,3.93,448.54,15.77,26.44,17.15,,,,,,,,,,,,
1960.12,56.80,1.95,3.27,29.80,1960.96,3.84,459.29,15.77,26.44,17.56,,,,,,,,,,,,
1961.01,59.72,1.95,3.21,29.80,1961.04,3.84,482.90,15.74,25.96,18.47,,,,,,,,,,,,
1961.02,62.17,1.94,3.15,29.80,1961.12,3.78,502.72,15.71,25.47,19.23,,,,,,,,,,,,
1961.03,64.12,1.94,3.09,29.80,1961.21,3.74,518.48,15.69,24.99,19.84,,,,,,,,,,,,
1961.04,65.83,1.94,3.07,29.80,1961.29,3.78,532.31,15.69,24.82,20.38,,,,,,,,,,,,
1961.05,66.50,1.94,3.05,29.80,1961.37,3.71,537.73,15.69,24.66,20.60,,,,,,,,,,,,
1961.06,65.62,1.94,3.03,29.80,1961.46,3.88,530.61,15.69,24.50,20.33,,,,,,,,,,,,
1961.07,65.44,1.95,3.04,30.00,1961.54,3.92,525.63,15.64,24.39,20.15,,,,,,,,,,,,
1961.08,67.79,1.95,3.04,29.90,1961.62,4.04,546.33,15.74,24.53,20.94,,,,,,,,,,,,
1961.09,67.26,1.96,3.05,30.00,1961.71,3.98,540.25,15.74,24.50,20.71,,,,,,,,,,,,
1961.1,68.00,1.98,3.10,30.00,1961.79,3.92,546.19,15.90,24.87,20.92,,,,,,,,,,,,
1961.11,71.08,2.00,3.14,30.00,1961.87,3.94,570.93,16.06,25.25,21.86,,,,,,,,,,,,
1961.12,71.74,2.02,3.19,30.00,1961.96,4.06,576.23,16.23,25.62,22.04,,,,,,,,,,,,
1962.01,69.07,2.03,3.25,30.00,1962.04,4.08,554.79,16.28,26.10,21.20,,,,,,,,,,,,
1962.02,70.22,2.03,3.31,30.10,1962.12,4.04,562.15,16.28,26.50,21.45,,,,,,,,,,,,
1962.03,70.29,2.04,3.37,30.10,1962.21,3.93,562.71,16.33,26.98,21.44,,,,,,,,,,,,
1962.04,68.05,2.05,3.40,30.20,1962.29,3.84,542.97,16.33,27.16,20.66,,,,,,,,,,,,
1962.05,62.99,2.05,3.44,30.20,1962.37,3.87,502.60,16.38,27.42,19.09,,,,,,,,,,,,
1962.06,55.63,2.06,3.47,30.20,1962.46,3.91,443.87,16.44,27.69,16.83,,,,,,,,,,,,
1962.07,56.97,2.07,3.49,30.30,1962.54,4.01,453.07,16.44,27.75,17.14,,,,,,,,,,,,
1962.08,58.52,2.07,3.51,30.30,1962.62,3.98,465.39,16.49,27.91,17.57,,,,,,,,,,,,
1962.09,58.00,2.08,3.53,30.40,1962.71,3.98,459.74,16.49,27.98,17.32,,,,,,,,,,,,
1962.1,56.17,2.10,3.58,30.40,1962.79,3.93,445.23,16.62,28.35,16.74,,,,,,,,,,,,
1962.11,60.04,2.11,3.62,30.40,1962.87,3.92,475.91,16.75,28.72,17.85,,,,,,,,,,,,
1962.12,62.64,2.13,3.67,30.40,1962.96,3.86,496.52,16.88,29.09,18.59,,,,,,,,,,,,
1963.01,65.06,2.14,3.68,30.40,1963.04,3.83,515.70,16.94,29.20,19.26,,,,,,,,,,,,
1963.02,65.92,2.14,3.70,30.40,1963.12,3.92,522.52,16.99,29.30,19.47,,,,,,,,,,,,
1963.03,65.67,2.15,3.71,30.50,1963.21,3.93,518.83,16.99,29.31,19.29,,,,,,,,,,,,
1963.04,68.76,2.17,3.75,30.50,1963.29,3.97,543.24,17.12,29.65,20.15,,,,,,,,,,,,
1963.05,70.14,2.18,3.80,30.50,1963.37,3.93,554.15,17.25,30.00,20.51,,,,,,,,,,,,
1963.06,70.11,2.20,3.84,30.60,1963.46,3.99,552.10,17.32,30.24,20.38,,,,,,,,,,,,
1963.07,69.07,2.20,3.88,30.70,1963.54,4.02,542.14,17.29,30.45,19.97,,,,,,,,,,,,
1963.08,70.98,2.21,3.92,30.70,1963.62,4.00,557.13,17.32,30.77,20.47,,,,,,,,,,,,
1963.09,72.85,2.21,3.96,30.70,1963.71,4.08,571.81,17.35,31.08,20.96,,,,,,,,,,,,
1963.1,73.03,2.23,3.98,30.80,1963.79,4.11,571.36,17.47,31.14,20.89,,,,,,,,,,,,
1963.11,72.62,2.26,4.00,30.80,1963.87,4.12,568.15,17.66,31.29,20.72,,,,,,,,,,,,
1963.12,74.17,2.28,4.02,30.90,1963.96,4.13,578.40,17.78,31.35,21.04,,,,,,,,,,,,
1964.01,76.45,2.30,4.07,30.90,1964.04,4.17,596.18,17.91,31.77,21.63,,,,,,,,,,,,
1964.02,77.39,2.31,4.13,30.90,1964.12,4.15,603.51,18.04,32.18,21.83,,,,,,,,,,,,
1964.03,78.80,2.33,4.18,30.90,1964.21,4.22,614.51,18.17,32.60,22.17,,,,,,,,,,,,
1964.04,79.94,2.35,4.23,30.90,1964.29,4.23,623.40,18.30,32.99,22.42,,,,,,,,,,,,
1964.05,80.72,2.36,4.28,30.90,1964.37,4.20,629.48,18.43,33.38,22.57,,,,,,,,,,,,
1964.06,80.24,2.38,4.33,31.00,1964.46,4.17,623.72,18.50,33.66,22.30,,,,,,,,,,,,
1964.07,83.22,2.40,4.38,31.10,1964.54,4.19,644.80,18.60,33.91,22.98,,,,,,,,,,,,
1964.08,82.00,2.42,4.42,31.00,1964.62,4.19,637.40,18.81,34.38,22.65,,,,,,,,,,,,
1964.09,83.41,2.44,4.47,31.10,1964.71,4.20,646.27,18.91,34.63,22.89,,,,,,,,,,,,
1964.1,84.85,2.46,4.50,31.10,1964.79,4.19,657.43,19.06,34.84,23.21,,,,,,,,,,,,
1964.11,85.44,2.48,4.52,31.20,1964.87,4.15,659.88,19.15,34.94,23.23,,,,,,,,,,,,
1964.12,83.96,2.50,4.55,31.20,1964.96,4.18,648.45,19.31,35.14,22.75,,,,,,,,,,,,
1965.01,86.12,2.52,4.59,31.20,1965.04,4.19,665.13,19.44,35.48,23.27,,,,,,,,,,,,
1965.02,86.75,2.53,4.64,31.20,1965.12,4.21,670.00,19.57,35.81,23.37,,,,,,,,,,,,
1965.03,86.83,2.55,4.68,31.30,1965.21,4.21,668.47,19.63,36.03,23.25,,,,,,,,,,,,
1965.04,87.97,2.57,4.73,31.40,1965.29,4.20,675.09,19.72,36.32,23.42,,,,,,,,,,,,
1965.05,89.28,2.59,4.79,31.40,1965.37,4.21,685.15,19.88,36.73,23.71,,,,,,,,,,,,
1965.06,85.04,2.61,4.84,31.60,1965.46,4.21,648.48,19.90,36.91,22.39,,,,,,,,,,,,
1965.07,84.91,2.63,4.89,31.60,1965.54,4.20,647.49,20.03,37.26,22.30,,,,,,,,,,,,
1965.08,86.49,2.64,4.93,31.60,1965.62,4.25,659.53,20.16,37.62,22.67,,,,,,,,,,,,
1965.09,89.38,2.66,4.98,31.60,1965.71,4.29,681.57,20.28,37.98,23.37,,,,,,,,,,,,
1965.1,91.39,2.68,5.05,31.70,1965.79,4.35,694.70,20.37,38.39,23.78,,,,,,,,,,,,
1965.11,92.15,2.70,5.12,31.70,1965.87,4.45,700.48,20.52,38.92,23.93,,,,,,,,,,,,
1965.12,91.73,2.72,5.19,31.80,1965.96,4.62,695.09,20.61,39.33,23.69,,,,,,,,,,,,
1966.01,93.32,2.74,5.24,31.80,1966.04,4.61,707.14,20.76,39.71,24.06,,,,,,,,,,,,
1966.02,92.69,2.76,5.29,32.00,1966.12,4.83,697.98,20.78,39.83,23.70,,,,,,,,,,,,
1966.03,88.88,2.78,5.34,32.10,1966.21,4.87,667.20,20.87,40.09,22.61,,,,,,,,,,,,
1966.04,91.60,2.80,5.38,32.30,1966.29,4.75,683.36,20.86,40.14,23.11,,,,,,,,,,,,
1966.05,86.78,2.81,5.42,32.30,1966.37,4.78,647.40,20.99,40.43,21.85,,,,,,,,,,,,
1966.06,86.06,2.83,5.46,32.40,1966.46,4.81,640.05,21.05,40.61,21.56,,,,,,,,,,,,
1966.07,85.84,2.85,5.48,32.50,1966.54,5.02,636.45,21.13,40.61,21.38,,,,,,,,,,,,
1966.08,80.65,2.87,5.49,32.70,1966.62,5.22,594.31,21.15,40.48,19.91,,,,,,,,,,,,
1966.09,77.81,2.89,5.51,32.70,1966.71,5.18,573.38,21.30,40.60,19.16,,,,,,,,,,,,
1966.1,77.13,2.88,5.52,32.90,1966.79,5.01,564.92,21.12,40.45,18.83,,,,,,,,,,,,
1966.11,80.99,2.88,5.54,32.90,1966.87,5.16,593.19,21.07,40.55,19.71,,,,,,,,,,,,
1966.12,81.33,2.87,5.55,32.90,1966.96,4.84,595.68,21.02,40.65,19.74,,,,,,,,,,,,
1967.01,84.45,2.88,5.52,32.90,1967.04,4.58,618.53,21.09,40.41,20.43,,,,,,,,,,,,
1967.02,87.36,2.89,5.48,32.90,1967.12,4.63,639.84,21.17,40.16,21.07,,,,,,,,,,,,
1967.03,89.42,2.90,5.45,33.00,1967.21,4.54,652.95,21.18,39.80,21.44,,,,,,,,,,,,
1967.04,90.96,2.90,5.41,33.10,1967.29,4.59,662.19,21.11,39.38,21.69,,,,,,,,,,,,
1967.05,92.59,2.90,5.37,33.20,1967.37,4.85,672.02,21.05,38.98,21.95,,,,,,,,,,,,
1967.06,91.43,2.90,5.33,33.30,1967.46,5.02,661.61,20.99,38.57,21.55,,,,,,,,,,,,
1967.07,93.01,2.91,5.32,33.40,1967.54,5.16,671.03,20.97,38.38,21.80,,,,,,,,,,,,
1967.08,94.49,2.91,5.31,33.50,1967.62,5.28,679.67,20.96,38.20,22.03,,,,,,,,,,,,
1967.09,95.81,2.92,5.30,33.60,1967.71,5.30,687.12,20.94,38.01,22.22,,,,,,,,,,,,
1967.1,95.66,2.92,5.31,33.70,1967.79,5.48,684.00,20.88,37.97,22.07,,,,,,,,,,,,
1967.11,92.66,2.92,5.32,33.80,1967.87,5.75,660.59,20.82,37.93,21.26,,,,,,,,,,,,
1967.12,95.30,2.92,5.33,33.90,1967.96,5.70,677.41,20.76,37.89,21.75,,,,,,,,,,,,
1968.01,95.04,2.93,5.37,34.10,1968.04,5.53,671.60,20.70,37.92,21.51,,,,,,,,,,,,
1968.02,90.75,2.94,5.40,34.20,1968.12,5.56,639.41,20.71,38.07,20.42,,,,,,,,,,,,
1968.03,89.09,2.95,5.44,34.30,1968.21,5.74,625.88,20.72,38.22,19.93,,,,,,,,,,,,
1968.04,95.67,2.96,5.48,34.40,1968.29,5.64,670.16,20.76,38.41,21.28,,,,,,,,,,,,
1968.05,97.87,2.98,5.53,34.50,1968.37,5.87,683.58,20.79,38.60,21.63,,,,,,,,,,,,
1968.06,100.50,2.99,5.57,34.70,1968.46,5.72,697.90,20.76,38.68,22.00,,,,,,,,,,,,
1968.07,100.30,3.00,5.60,34.90,1968.54,5.50,692.52,20.74,38.67,21.75,,,,,,,,,,,,
1968.08,98.11,3.02,5.63,35.00,1968.62,5.42,675.47,20.77,38.76,21.14,,,,,,,,,,,,
1968.09,101.30,3.03,5.66,35.10,1968.71,5.46,695.44,20.80,38.86,21.68,,,,,,,,,,,,
1968.1,103.80,3.04,5.69,35.30,1968.79,5.58,708.57,20.77,38.86,22.00,,,,,,,,,,,,
1968.11,105.40,3.06,5.73,35.40,1968.87,5.70,717.46,20.81,38.98,22.20,,,,,,,,,,,,
1968.12,106.50,3.07,5.76,35.50,1968.96,6.03,722.90,20.84,39.10,22.28,,,,,,,,,,,,
1969.01,102.00,3.08,5.78,35.60,1969.04,6.04,690.41,20.85,39.12,21.19,,,,,,,,,,,,
1969.02,101.50,3.09,5.80,35.80,1969.12,6.19,683.19,20.80,39.04,20.90,,,,,,,,,,,,
1969.03,99.30,3.10,5.82,36.10,1969.21,6.30,662.83,20.69,38.85,20.20,,,,,,,,,,,,
1969.04,101.30,3.11,5.83,36.30,1969.29,6.17,672.45,20.64,38.68,20.43,,,,,,,,,,,,
1969.05,104.60,3.12,5.83,36.40,1969.37,6.32,692.45,20.65,38.62,20.97,,,,,,,,,,,,
1969.06,99.14,3.13,5.84,36.60,1969.46,6.57,652.72,20.61,38.45,19.71,,,,,,,,,,,,
1969.07,94.71,3.14,5.86,36.80,1969.54,6.72,620.16,20.54,38.35,18.68,,,,,,,,,,,,
1969.08,94.18,3.14,5.87,37.00,1969.62,6.69,613.36,20.47,38.25,18.43,,,,,,,,,,,,
1969.09,94.51,3.15,5.89,37.10,1969.71,7.16,613.85,20.46,38.26,18.40,,,,,,,,,,,,
1969.1,95.52,3.15,5.85,37.30,1969.79,7.10,617.08,20.37,37.81,18.45,,,,,,,,,,,,
1969.11,96.21,3.16,5.82,37.50,1969.87,7.14,618.23,20.28,37.38,18.44,,,,,,,,,,,,
1969.12,91.11,3.16,5.78,37.70,1969.96,7.65,582.35,20.20,36.94,17.33,,,,,,,,,,,,
1970.01,90.31,3.16,5.73,37.80,1970.04,7.79,575.71,20.17,36.53,17.09,,,,,,,,,,,,
1970.02,87.16,3.17,5.68,38.00,1970.12,7.24,552.70,20.08,36.02,16.37,,,,,,,,,,,,
1970.03,88.65,3.17,5.63,38.20,1970.21,7.07,559.21,20.00,35.51,16.53,,,,,,,,,,,,
1970.04,85.95,3.17,5.59,38.50,1970.29,7.39,537.95,19.86,35.01,15.87,,,,,,,,,,,,
1970.05,76.06,3.18,5.56,38.60,1970.37,7.91,474.82,19.83,34.69,13.98,,,,,,,,,,,,
1970.06,75.59,3.18,5.52,38.80,1970.46,7.84,469.45,19.75,34.28,13.80,,,,,,,,,,,,
1970.07,75.72,3.18,5.47,39.00,1970.54,7.46,467.85,19.67,33.78,13.73,,,,,,,,,,,,
1970.08,77.92,3.19,5.41,39.00,1970.62,7.53,481.44,19.69,33.45,14.10,,,,,,,,,,,,
1970.09,82.58,3.19,5.36,39.20,1970.71,7.39,507.63,19.61,32.95,14.84,,,,,,,,,,,,
1970.1,84.37,3.17,5.28,39.40,1970.79,7.33,516.00,19.41,32.31,15.06,,,,,,,,,,,,
1970.11,84.28,3.16,5.21,39.60,1970.87,6.84,512.85,19.21,31.68,14.95,,,,,,,,,,,,
1970.12,90.05,3.14,5.13,39.80,1970.96,6.39,545.20,19.01,31.06,15.87,,,,,,,,,,,,
1971.01,93.49,3.13,5.16,39.80,1971.04,6.24,566.03,18.95,31.24,16.46,,,,,,,,,,,,
1971.02,97.11,3.12,5.19,39.90,1971.12,6.11,586.47,18.84,31.34,17.03,,,,,,,,,,,,
1971.03,99.60,3.11,5.22,40.00,1971.21,5.70,600.01,18.74,31.45,17.40,,,,,,,,,,,,
1971.04,103.00,3.11,5.25,40.10,1971.29,5.83,618.94,18.67,31.57,17.92,,,,,,,,,,,,
1971.05,101.60,3.10,5.29,40.30,1971.37,6.39,607.50,18.56,31.61,17.56,,,,,,,,,,,,
1971.06,99.72,3.10,5.32,40.60,1971.46,6.52,591.85,18.40,31.58,17.08,,,,,,,,,,,,
1971.07,99.00,3.10,5.36,40.70,1971.54,6.73,586.14,18.33,31.71,16.89,,,,,,,,,,,,
1971.08,97.24,3.09,5.39,40.80,1971.62,6.58,574.31,18.27,31.85,16.52,,,,,,,,,,,,
1971.09,99.40,3.09,5.43,40.80,1971.71,6.14,587.06,18.25,32.07,16.86,,,,,,,,,,,,
1971.1,97.29,3.08,5.52,40.90,1971.79,5.93,573.20,18.17,32.52,16.43,,,,,,,,,,,,
1971.11,92.78,3.08,5.61,40.90,1971.87,5.81,546.62,18.13,33.05,15.64,,,,,,,,,,,,
1971.12,99.17,3.07,5.70,41.10,1971.96,5.93,581.43,18.00,33.42,16.60,,,,,,,,,,,,
1972.01,103.30,3.07,5.74,41.10,1972.04,5.95,605.64,18.00,33.63,17.26,,,,,,,,,,,,
1972.02,105.20,3.07,5.77,41.30,1972.12,6.08,613.80,17.91,33.68,17.46,,,,,,,,,,,,
1972.03,107.70,3.07,5.81,41.40,1972.21,6.07,626.86,17.87,33.82,17.81,,,,,,,,,,,,
1972.04,108.80,3.07,5.86,41.50,1972.29,6.19,631.74,17.83,34.05,17.92,,,,,,,,,,,,
1972.05,107.70,3.07,5.92,41.60,1972.37,6.13,623.85,17.78,34.27,17.66,,,,,,,,,,,,
1972.06,108.00,3.07,5.97,41.70,1972.46,6.11,624.09,17.74,34.50,17.64,,,,,,,,,,,,
1972.07,107.20,3.07,6.03,41.90,1972.54,6.11,616.51,17.67,34.66,17.40,,,,,,,,,,,,
1972.08,111.00,3.08,6.08,42.00,1972.62,6.21,636.84,17.65,34.90,17.94,,,,,,,,,,,,
1972.09,109.40,3.08,6.14,42.10,1972.71,6.55,626.17,17.63,35.14,17.61,,,,,,,,,,,,
1972.1,109.60,3.10,6.23,42.30,1972.79,6.48,624.35,17.68,35.51,17.53,,,,,,,,,,,,
1972.11,115.10,3.13,6.33,42.40,1972.87,6.28,654.14,17.77,35.96,18.34,,,,,,,,,,,,
1972.12,117.50,3.15,6.42,42.50,1972.96,6.36,666.20,17.86,36.40,18.65,,,,,,,,,,,,
1973.01,118.40,3.16,6.55,42.60,1973.04,6.46,669.73,17.86,37.03,18.71,,,,,,,,,,,,
1973.02,114.20,3.16,6.67,42.90,1973.12,6.64,641.46,17.77,37.48,17.89,,,,,,,,,,,,
1973.03,112.40,3.17,6.80,43.30,1973.21,6.71,625.51,17.64,37.84,17.41,,,,,,,,,,,,
1973.04,110.30,3.19,6.94,43.60,1973.29,6.67,609.60,17.61,38.37,16.94,,,,,,,,,,,,
1973.05,107.20,3.20,7.09,43.90,1973.37,6.85,588.42,17.58,38.90,16.31,,,,,,,,,,,,
1973.06,104.80,3.22,7.23,44.20,1973.46,6.90,571.34,17.55,39.42,15.81,,,,,,,,,,,,
1973.07,105.80,3.24,7.38,44.30,1973.54,7.13,575.49,17.61,40.16,15.89,,,,,,,,,,,,
1973.08,103.80,3.25,7.54,45.10,1973.62,7.40,554.60,17.38,40.27,15.28,,,,,,,,,,,,
1973.09,105.60,3.27,7.69,45.20,1973.71,7.09,562.97,17.43,41.00,15.48,,,,,,,,,,,,
1973.1,109.80,3.31,7.85,45.60,1973.79,6.79,580.22,17.47,41.46,15.91,,,,,,,,,,,,
1973.11,102.00,3.34,8.00,45.90,1973.87,6.73,535.48,17.55,42.02,14.65,,,,,,,,,,,,
1973.12,94.78,3.38,8.16,46.20,1973.96,6.74,494.35,17.63,42.56,13.49,,,,,,,,,,,,
1974.01,96.11,3.40,8.23,46.60,1974.04,6.99,496.98,17.58,42.54,13.53,,,,,,,,,,,,
1974.02,93.45,3.42,8.29,47.20,1974.12,6.96,477.08,17.46,42.34,12.96,,,,,,,,,,,,
1974.03,97.44,3.44,8.36,47.80,1974.21,7.21,491.21,17.34,42.14,13.31,,,,,,,,,,,,
1974.04,92.46,3.46,8.49,48.00,1974.29,7.51,464.16,17.37,42.60,12.55,,,,,,,,,,,,
1974.05,89.67,3.48,8.61,48.60,1974.37,7.58,444.60,17.25,42.71,12.00,,,,,,,,,,,,
1974.06,89.79,3.50,8.74,49.00,1974.46,7.54,441.56,17.21,42.98,11.89,,,,,,,,,,,,
1974.07,79.31,3.53,8.86,49.40,1974.54,7.81,386.86,17.22,43.23,10.39,,,,,,,,,,,,
1974.08,76.03,3.56,8.99,50.00,1974.62,8.04,366.41,17.16,43.31,9.82,,,,,,,,,,,,
1974.09,68.12,3.59,9.11,50.60,1974.71,8.04,324.40,17.10,43.38,8.68,,,,,,,,,,,,
1974.1,69.44,3.59,9.04,51.10,1974.79,7.90,327.45,16.94,42.61,8.74,,,,,,,,,,,,
1974.11,71.74,3.60,8.96,51.50,1974.87,7.68,335.67,16.83,41.94,8.95,,,,,,,,,,,,
1974.12,67.07,3.60,8.89,51.90,1974.96,7.43,311.40,16.71,41.28,8.29,,,,,,,,,,,,
1975.01,72.56,3.62,8.74,52.10,1975.04,7.50,335.60,16.76,40.44,8.92,,,,,,,,,,,,
1975.02,80.10,3.65,8.60,52.50,1975.12,7.39,367.65,16.74,39.46,9.76,,,,,,,,,,,,
1975.03,83.78,3.67,8.45,52.70,1975.21,7.73,383.08,16.78,38.64,10.16,,,,,,,,,,,,
1975.04,84.72,3.68,8.29,52.90,1975.29,8.23,385.91,16.78,37.75,10.23,,,,,,,,,,,,
1975.05,90.10,3.70,8.12,53.20,1975.37,8.06,408.10,16.74,36.79,10.82,,,,,,,,,,,,
1975.06,92.40,3.71,7.96,53.60,1975.46,7.86,415.40,16.68,35.79,11.01,,,,,,,,,,,,
1975.07,92.49,3.71,7.89,54.20,1975.54,8.06,411.20,16.49,35.09,10.90,,,,,,,,,,,,
1975.08,85.71,3.71,7.83,54.30,1975.62,8.40,380.36,16.46,34.73,10.09,,,,,,,,,,,,
1975.09,84.67,3.71,7.76,54.60,1975.71,8.43,373.68,16.37,34.25,9.92,,,,,,,,,,,,
