date,spx,nky,ukx,as51
1993-05-25,448.850006,20632,2837.699951,1697.400024
1993-05-26,453.440002,20896,2846.899902,1717.400024
1993-05-27,452.410004,20853,2855.300049,1749.099976
1993-05-28,450.190002,20844,2840.699951,1760.400024
1993-06-01,453.829987,20591,2849.199951,1733.900024
1993-06-02,453.850006,20692,2863,1741.900024
1993-06-03,452.48999,21076,2852.800049,1741
1993-06-04,450.059998,20882,2829.899902,1741
1993-06-07,447.690002,20844,2844.800049,1738.5
1993-06-08,444.709991,20575,2844.399902,1723.099976
1993-06-09,445.779999,20575,2866.899902,1709.099976
1993-06-10,445.380005,20493,2860,1712.5
1993-06-11,447.26001,20501,2861.800049,1714.300049
1993-06-14,447.709991,20397,2885.5,1714.300049
1993-06-15,446.269989,20046,2870,1724
1993-06-16,447.429993,19902,2883,1724.699951
1993-06-17,448.540009,19926,2875.699951,1727.199951
1993-06-18,443.679993,19805,2879.399902,1730.400024
1993-06-21,446.220001,19212,2903.399902,1726.599976
1993-06-22,445.929993,19538,2907.600098,1716.699951
1993-06-23,443.190002,19493,2900.699951,1698.800049
1993-06-24,446.619995,19685,2894.699951,1699.699951
1993-06-25,447.600006,19660,2887.5,1700.400024
1993-06-28,451.850006,19887,2897,1715.099976
1993-06-29,450.690002,19543,2886,1718.5
1993-06-30,450.529999,19590,2900,1738.099976
1993-07-01,449.019989,19925,2888.800049,1755.300049
1993-07-02,445.839996,19621,2857.699951,1768.900024
1993-07-06,441.429993,19830,2848.100098,1764.199951
1993-07-07,442.829987,19721,2848.300049,1773
1993-07-08,448.640015,19689,2845.899902,1782.5
1993-07-09,448.109985,19877,2843.199951,1782.900024
1993-07-12,448.980011,19980,2830.899902,1800.900024
1993-07-13,448.089996,20180,2837.100098,1804.199951
1993-07-14,450.079987,20139,2832.300049,1804.5
1993-07-15,449.220001,20158,2831.699951,1805.900024
1993-07-16,445.75,20332,2833,1799.800049
1993-07-19,446.029999,20151,2842.899902,1796.199951
1993-07-20,447.309998,20038,2823.899902,1806.099976
1993-07-21,447.179993,20081,2814.100098,1818.5
1993-07-22,444.51001,20116,2820.100098,1802.599976
1993-07-23,447.100006,19735,2827.699951,1806.800049
1993-07-26,449.089996,19822,2844.199951,1795.699951
1993-07-27,448.23999,19891,2879.399902,1814.900024
1993-07-28,447.190002,19830,2884.199951,1818.400024
1993-07-29,450.23999,20457,2917.600098,1828.5
1993-07-30,448.130005,20380,2926.5,1844
1993-08-02,450.149994,20344,2941.699951,1854.800049
1993-08-03,449.269989,20358,2945,1855.400024
1993-08-04,448.540009,20498,2941.300049,1861.199951
1993-08-05,448.130005,20426,2943.399902,1865.300049
1993-08-06,448.679993,20358,2969.800049,1842.199951
1993-08-09,450.720001,20493,2986.399902,1844.300049
1993-08-10,449.450012,20494,2971.600098,1860.400024
1993-08-11,450.459991,20733,3006.100098,1861
1993-08-12,448.959991,20765,3009.100098,1873.300049
1993-08-13,450.140015,20745,3010.100098,1855.900024
1993-08-16,452.380005,20901,3008.300049,1870.699951
1993-08-17,453.130005,20842,3025,1885.099976
1993-08-18,456.040009,20773,3073.600098,1894.699951
1993-08-19,456.429993,20687,3065.5,1926.300049
1993-08-20,456.160004,20607,3057.600098,1927.099976
1993-08-23,455.230011,20414,3042,1932.800049
1993-08-24,459.769989,20432,3049.300049,1924.199951
1993-08-25,460.130005,20521,3079.199951,1922.599976
1993-08-26,461.040009,20592,3079.199951,1941.5
1993-08-27,460.540009,20792,3100.600098,1948.599976
1993-08-30,461.899994,20913,3100.600098,1956
1993-08-31,463.559998,21027,3100,1962.199951
1993-09-01,463.149994,20953,3085.100098,1977.099976
1993-09-02,461.299988,20983,3072.600098,1968.400024
1993-09-03,461.339996,21116,3057.300049,1952
1993-09-07,458.519989,20962,3038.600098,1967.800049
1993-09-08,456.649994,20918,3035.399902,1939.5
1993-09-09,457.5,20826,3031.199951,1931.400024
1993-09-10,461.720001,20818,3037,1941.5
1993-09-13,462.059998,21148,3024.800049,1938.300049
1993-09-14,459.899994,20948,3028,1912.900024
1993-09-15,461.600006,20948,2989.399902,1903.599976
1993-09-16,459.429993,20502,3003.899902,1902.599976
1993-09-17,458.829987,20391,3005.5,1925.5
1993-09-20,455.049988,20266,3004.5,1924.099976
1993-09-21,452.950012,20467,3001.600098,1925.199951
1993-09-22,456.200012,20175,3007.5,1919.300049
1993-09-23,457.73999,20175,3001.300049,1928.599976
1993-09-24,457.630005,20308,3005.199951,1946.5
1993-09-27,461.799988,20094,3026.300049,1943
1993-09-28,461.529999,20173,3036.899902,1942.300049
1993-09-29,460.109985,20077,3030.100098,1951.400024
1993-09-30,458.929993,20106,3037.5,1963.900024
1993-10-01,461.279999,20283,3037.5,1972.699951
1993-10-04,461.339996,20264,3067.699951,1977
1993-10-05,461.200012,20322,3085.199951,1998.5
1993-10-06,460.73999,20500,3100.800049,2018.800049
1993-10-07,459.179993,20266,3092.399902,2022.5
1993-10-08,460.309998,20379,3108.600098,2026.199951
1993-10-11,460.880005,20379,3102.199951,2039.800049
1993-10-12,461.119995,20137,3094.699951,2028
1993-10-13,461.48999,20038,3080.899902,2038.599976
1993-10-14,466.829987,20083,3086.300049,2062
1993-10-15,469.5,20174,3120.800049,2074.100098
1993-10-18,468.450012,20072,3137.600098,2085.5
1993-10-19,466.209991,20070,3129.600098,2075.5
1993-10-20,466.070007,20173,3156.300049,2051.699951
1993-10-21,465.359985,20179,3188.300049,2060.399902
1993-10-22,463.269989,20265,3199,2061.399902
1993-10-25,464.200012,20309,3184.800049,2046.900024
1993-10-26,464.299988,20024,3165.300049,2055.699951
1993-10-27,464.609985,19839,3154.300049,2068.300049
1993-10-28,467.730011,19479,3163,2076.300049
1993-10-29,467.829987,19703,3171,2112.199951
1993-11-01,469.100006,19438,3164.399902,2132.399902
1993-11-02,468.440002,19381,3164.100098,2125.300049
1993-11-03,463.019989,19381,3162.300049,2108.399902
1993-11-04,457.48999,18950,3149,2101.600098
1993-11-05,459.570007,18590,3085.600098,2079.899902
1993-11-08,460.209991,18625,3077.600098,2054.199951
1993-11-09,460.329987,18126,3096,2050.800049
1993-11-10,463.720001,18122,3098.5,2042.900024
1993-11-11,462.640015,18159,3099.699951,2052.399902
1993-11-12,465.390015,18494,3099.100098,2074
1993-11-15,463.75,18075,3093.300049,2082.899902
1993-11-16,466.73999,18246,3097.5,2083.800049
1993-11-17,464.809998,18109,3120,2104.300049
1993-11-18,463.619995,18166,3125.5,2108
1993-11-19,462.600006,17941,3108,2083.199951
1993-11-22,459.130005,17385,3070.600098,2049.300049
1993-11-23,461.029999,17385,3069.300049,2009.599976
1993-11-24,462.359985,17067,3067.199951,2032.400024
1993-11-26,463.059998,16726,3111.399902,2043.099976
1993-11-29,461.899994,16079,3135.800049,2010.300049
1993-11-30,461.790009,16407,3166.899902,2009.400024
1993-12-01,461.890015,17125,3233.199951,2005.400024
1993-12-02,463.109985,17459,3223.899902,2047.300049
1993-12-03,464.890015,17459,3234.199951,2047.400024
1993-12-06,466.429993,16840,3237.300049,2053.699951
1993-12-07,466.76001,16903,3237.300049,2073.899902
1993-12-08,466.290009,16508,3277.399902,2096.100098
1993-12-09,464.179993,17062,3271.600098,2095.699951
1993-12-10,463.929993,17257,3261.300049,2084.899902
1993-12-13,465.700012,17327,3254.600098,2094.5
1993-12-14,463.059998,17309,3248.399902,2086.600098
1993-12-15,461.839996,17489,3278.800049,2069.899902
1993-12-16,463.339996,17789,3311.199951,2074.800049
1993-12-17,466.380005,18052,3337.100098,2081.600098
1993-12-20,465.850006,17404,3364.899902,2076
1993-12-21,465.299988,17315,3342.399902,2067
1993-12-22,467.320007,17446,3355.699951,2053.199951
1993-12-23,467.380005,17446,3396.5,2068.800049
1993-12-27,470.540009,16820,3412.300049,2068.800049
1993-12-28,470.940002,17131,3412.300049,2068.800049
1993-12-29,470.579987,17272,3462,2126.899902
1993-12-30,468.640015,17417,3428.800049,2154.5
1993-12-31,466.450012,17417,3418.399902,2173.600098
1994-01-03,465.440002,17417,3418.399902,2173.600098
1994-01-04,466.890015,17370,3408.5,2174.300049
1994-01-05,467.549988,17783,3379.199951,2193.399902
1994-01-06,467.119995,17882,3403,2200.300049
1994-01-07,469.899994,18124,3446,2186
1994-01-10,475.269989,18443,3440.600098,2198.600098
1994-01-11,474.130005,18485,3413.800049,2206.699951
1994-01-12,474.170013,18794,3372,2195.600098
1994-01-13,472.470001,18577,3360,2177.5
1994-01-14,474.910004,18974,3400.600098,2206.399902
1994-01-17,473.299988,18725,3407.800049,2238.199951
1994-01-18,474.25,18515,3437,2232.100098
1994-01-19,474.299988,19039,3475.100098,2248.199951
1994-01-20,474.980011,19184,3470,2266.199951
1994-01-21,474.720001,19307,3484.199951,2250.300049
1994-01-24,471.970001,18353,3481.399902,2224.5
1994-01-25,470.920013,18648,3444,2221.899902
1994-01-26,473.200012,19138,3436.100098,2221.899902
1994-01-27,477.049988,18892,3427.300049,2250.699951
1994-01-28,478.700012,18758,3447.399902,2259.899902
1994-01-31,481.609985,20229,3491.800049,2310.800049
1994-02-01,479.619995,20416,3481.5,2310.100098
1994-02-02,482,20250,3520.300049,2312.100098
1994-02-03,480.709991,20175,3491.5,2338.100098
1994-02-04,469.809998,20301,3475.399902,2331.800049
1994-02-07,471.76001,20014,3419.100098,2281.100098
1994-02-08,471.049988,20251,3440.199951,2305.399902
1994-02-09,472.769989,19841,3429.100098,2270.899902
1994-02-10,468.929993,19990,3407,2234.300049
1994-02-11,470.179993,19990,3378.899902,2241.399902
1994-02-14,470.230011,19459,3363.5,2238.600098
1994-02-15,472.519989,18975,3393.199951,2234
1994-02-16,472.790009,19052,3417.699951,2249
1994-02-17,470.339996,18931,3425.300049,2240.899902
1994-02-18,467.690002,18960,3382.600098,2223.199951
1994-02-22,471.459991,19343,3333.699951,2202.5
1994-02-23,470.690002,19342,3341.899902,2218.899902
1994-02-24,464.26001,19765,3267.5,2197
1994-02-25,466.070007,19803,3281.199951,2148.800049
1994-02-28,467.140015,19997,3328.100098,2180.100098
1994-03-01,464.440002,20217,3270.600098,2181.699951
1994-03-02,464.809998,19745,3248.100098,2154
1994-03-03,463.01001,19606,3246.5,2151.399902
1994-03-04,464.73999,19967,3278,2116.800049
1994-03-07,466.910004,19812,3305.899902,2144.699951
1994-03-08,465.880005,19898,3264.399902,2171.699951
1994-03-09,467.059998,19839,3246.699951,2146.800049
1994-03-10,463.899994,20091,3233.899902,2155.100098
1994-03-11,466.440002,20115,3191.899902,2153.100098
1994-03-14,467.390015,20526,3233.399902,2179.300049
1994-03-15,467.01001,20509,3267.399902,2172.5
1994-03-16,469.420013,20678,3242.899902,2173.5
1994-03-17,470.899994,20592,3255.699951,2164.399902
1994-03-18,471.059998,20469,3218.100098,2163.5
1994-03-21,468.540009,20469,3198,2140.5
1994-03-22,468.799988,20254,3201.5,2140.800049
1994-03-23,468.540009,19962,3155.300049,2180.899902
1994-03-24,464.350006,20038,3121.699951,2169.800049
1994-03-25,460.579987,19836,3129,2152.100098
1994-03-28,460,19942,3129.5,2108.899902
1994-03-29,452.480011,19710,3123.399902,2100.800049
1994-03-30,445.549988,19560,3092.399902,2092.399902
1994-03-31,445.769989,19112,3086.399902,2053.100098
1994-04-04,438.920013,19122,3086.399902,2053.100098
1994-04-05,448.290009,19563,3116.199951,2050
1994-04-06,448.049988,19697,3131.5,2084.100098
1994-04-07,450.880005,19891,3129,2087.399902
1994-04-08,447.100006,19935,3120.800049,2082
1994-04-11,449.869995,19898,3149.399902,2076
1994-04-12,447.570007,19648,3159.100098,2095.100098
1994-04-13,446.26001,20060,3145.800049,2111.199951
1994-04-14,446.380005,19987,3131.699951,2095
1994-04-15,446.179993,20165,3168.300049,2080.600098
1994-04-18,442.459991,20277,3138.199951,2095.899902
1994-04-19,442.540009,20192,3128,2061.399902
1994-04-20,441.959991,19882,3098.300049,2046.599976
1994-04-21,448.730011,19799,3101.199951,2029.599976
1994-04-22,447.630005,19964,3133.699951,2042.5
1994-04-25,452.709991,19709,3106.100098,2042.5
1994-04-26,451.869995,19629,3125.300049,2069.399902
1994-04-28,449.100006,19725,3129.899902,2069.100098
1994-04-29,450.910004,19725,3125.300049,2066.100098
1994-05-02,453.019989,19570,3125.300049,2046.5
1994-05-03,453.029999,19570,3100,2044.199951
1994-05-04,451.720001,19570,3070.5,2018.400024
1994-05-05,451.380005,19570,3106,1988.099976
1994-05-06,447.820007,19862,3106,2004.300049
1994-05-09,442.320007,19787,3097.800049,2009.300049
1994-05-10,446.01001,19918,3136.300049,2008.199951
1994-05-11,441.48999,20150,3130.5,2034.599976
1994-05-12,443.75,20224,3137.800049,2041.400024
1994-05-13,444.140015,20271,3119.199951,2070
1994-05-16,444.48999,20188,3115.600098,2110.899902
1994-05-17,449.369995,20134,3123.5,2096
1994-05-18,453.690002,20153,3116.5,2107.800049
1994-05-19,456.480011,20221,3122.800049,2093.699951
1994-05-20,454.920013,20342,3127.300049,2103.899902
1994-05-23,453.200012,20569,3108.399902,2121
1994-05-24,454.809998,20622,3089.100098,2132.399902
1994-05-25,456.339996,20664,3020.699951,2105.899902
1994-05-26,457.059998,20496,3019.699951,2096.899902
1994-05-27,457.329987,20777,2966.399902,2102.199951
1994-05-31,456.5,20974,2970.5,2080
1994-06-01,457.630005,21053,2931.899902,2097.199951
1994-06-02,457.649994,21009,2980.800049,2077
1994-06-03,460.130005,20954,2997.800049,2078.600098
1994-06-06,458.880005,20727,3009.399902,2072.5
1994-06-07,458.209991,21043,3004.800049,2070.199951
1994-06-08,457.059998,21262,3038.199951,2079.699951
1994-06-09,457.859985,21403,3028.899902,2076.699951
1994-06-10,458.670013,21395,3055.899902,2069.399902
1994-06-13,459.100006,21553,3016.300049,2069.399902
1994-06-14,462.369995,21354,3039.600098,2076.600098
1994-06-15,460.609985,21283,3045.800049,2074.399902
1994-06-16,461.929993,21367,3030.100098,2056
1994-06-17,458.450012,21503,3022.899902,2051.199951
1994-06-20,455.480011,21152,2971.100098,2024.400024
1994-06-21,451.339996,20813,2940.199951,1993.599976
1994-06-22,453.089996,20581,2960.399902,2010.900024
1994-06-23,449.630005,21040,2942.399902,2022.5
1994-06-24,442.799988,20767,2876.600098,2017.900024
1994-06-27,447.309998,20301,2899.899902,1957.400024
1994-06-28,446.070007,20639,2909,1974.400024
1994-06-29,447.630005,20481,2946.300049,1975.099976
1994-06-30,444.269989,20644,2919.199951,1989.099976
1994-07-01,446.200012,20543,2936.399902,1965.800049
1994-07-05,446.369995,20834,2965,2003.400024
1994-07-06,446.130005,20629,2946.699951,1991.199951
1994-07-07,448.380005,20620,2964.399902,1962.199951
1994-07-08,449.549988,20526,2962.399902,1964.900024
1994-07-11,448.059998,20473,2983.800049,1961.199951
1994-07-12,447.950012,20400,2963.899902,1972.900024
1994-07-13,448.730011,20540,3005.300049,1978.599976
1994-07-14,453.410004,20718,3050.399902,2007.699951
1994-07-15,454.160004,20770,3074.800049,2058
1994-07-18,455.220001,20718,3082,2072.300049
1994-07-19,453.859985,20775,3091.300049,2076.199951
1994-07-20,451.600006,20781,3077.199951,2078.600098
1994-07-21,452.609985,20663,3095.100098,2049.199951
1994-07-22,453.109985,20463,3114.699951,2052.5
1994-07-25,454.25,20298,3106.100098,2048.300049
1994-07-26,453.359985,20345,3117.199951,2041.300049
1994-07-27,452.570007,20137,3082.300049,2041.699951
1994-07-28,454.23999,20248,3095.899902,2042.599976
1994-07-29,458.26001,20449,3082.600098,2061.5
1994-08-01,461.01001,20271,3097.399902,2082.100098
1994-08-02,460.559998,20660,3157.5,2086.800049
1994-08-03,461.450012,20633,3160.399902,2072.300049
1994-08-04,458.399994,20677,3150.5,2083.5
1994-08-05,457.089996,20522,3167.5,2091.899902
1994-08-08,457.890015,20636,3171.899902,2081.100098
1994-08-09,457.920013,20590,3168.600098,2086.800049
1994-08-10,460.299988,20770,3167,2076.5
1994-08-11,458.880005,20821,3138.199951,2062.800049
1994-08-12,461.940002,20664,3142.300049,2051.899902
1994-08-15,461.230011,20626,3142.199951,2055.699951
1994-08-16,465.01001,20786,3147.300049,2040
1994-08-17,465.170013,20825,3190.300049,2059.5
1994-08-18,463.170013,20863,3182.600098,2066.800049
1994-08-19,463.679993,20513,3191.399902,2061.300049
1994-08-22,462.320007,20394,3171.300049,2063.600098
1994-08-23,464.51001,20381,3175.100098,2051.600098
1994-08-24,469.029999,20512,3205.199951,2061.100098
1994-08-25,468.079987,20443,3234.199951,2077.800049
1994-08-26,473.799988,20471,3265.100098,2077.199951
1994-08-29,474.589996,20600,3265.100098,2111.800049
1994-08-30,476.070007,20592,3249.600098,2116.5
1994-08-31,475.48999,20629,3251.300049,2122.100098
1994-09-01,473.170013,20643,3216.5,2105.5
1994-09-02,470.98999,20658,3222.699951,2107
1994-09-06,471.859985,20394,3205.399902,2103.600098
1994-09-07,470.98999,20024,3203.899902,2104.399902
1994-09-08,473.140015,19918,3180,2089.100098
1994-09-09,468.179993,19898,3139.300049,2070.600098
1994-09-12,466.209991,19917,3128.800049,2032.900024
1994-09-13,467.51001,20046,3121.399902,2043.599976
1994-09-14,468.799988,19919,3079.800049,2050.5
1994-09-15,474.809998,19919,3112.699951,2050.800049
1994-09-16,471.190002,19796,3065.100098,2059
1994-09-19,470.850006,19554,3079.100098,2049.100098
1994-09-20,463.359985,19837,3037.300049,2045.099976
1994-09-21,461.459991,19885,3014.800049,2026.599976
1994-09-22,461.269989,19834,3021.199951,2028.199951
1994-09-23,459.670013,19834,3028.199951,2027.699951
1994-09-26,460.820007,19814,2999.800049,2030
1994-09-27,462.049988,19469,3008.5,2013.800049
1994-09-28,464.839996,19508,3038.699951,2014.900024
1994-09-29,462.23999,19615,2992.5,2030.599976
1994-09-30,462.709991,19564,3026.300049,2028.699951
1994-10-03,461.73999,19650,2983.5,2030.900024
1994-10-04,454.589996,19569,3001.800049,1998
1994-10-05,453.519989,19752,2956.300049,1979.800049
1994-10-06,452.359985,19655,2984.399902,1976.300049
1994-10-07,455.100006,19745,2998.699951,1967.5
1994-10-10,459.040009,19745,3032.300049,1988
1994-10-11,465.790009,19821,3073,2003.599976
1994-10-12,465.470001,20090,3100.5,2002.599976
1994-10-13,467.790009,20149,3141.899902,1998.900024
1994-10-14,469.100006,19969,3106.699951,2006
1994-10-17,468.959991,19958,3120.199951,2014.199951
1994-10-18,467.660004,19992,3085.300049,2003.400024
1994-10-19,470.279999,19869,3060.800049,2013.400024
1994-10-20,466.850006,19992,3063.199951,2016.300049
1994-10-21,464.890015,19899,3032.800049,2034.599976
1994-10-24,460.829987,19852,3029.100098,2037
1994-10-25,461.529999,19732,3000.899902,2021.800049
1994-10-26,462.619995,19746,2999.899902,2017.599976
1994-10-27,465.850006,19796,3029.600098,2032.199951
1994-10-28,473.769989,19805,3083.800049,2021.199951
1994-10-31,472.350006,19990,3097.399902,2044.800049
1994-11-01,468.420013,19916,3096.300049,2028
1994-11-02,466.51001,19751,3081.300049,2011.199951
1994-11-03,467.910004,19751,3104.399902,2009.099976
1994-11-04,462.279999,19812,3097.600098,1999.800049
1994-11-07,463.070007,19619,3065.800049,1979.199951
1994-11-08,465.649994,19610,3063.800049,1967.300049
1994-11-09,465.399994,19424,3099.600098,1982.599976
1994-11-10,464.369995,19265,3103.5,1971.300049
1994-11-11,462.350006,19284,3075.899902,1952
1994-11-14,466.040009,19261,3095.300049,1926.5
1994-11-15,465.029999,19392,3135.399902,1941.400024
1994-11-16,465.619995,19307,3146.5,1940.300049
1994-11-17,463.570007,19337,3127.5,1922.400024
1994-11-18,461.470001,19303,3131,1922
1994-11-21,458.299988,19122,3121,1909.5
1994-11-22,450.089996,18963,3078.699951,1877.699951
1994-11-23,449.929993,18963,3027.5,1859.900024
1994-11-25,452.290009,18667,3033.5,1910
1994-11-28,454.160004,18811,3047.100098,1911
1994-11-29,455.170013,18926,3061.100098,1891.300049
1994-11-30,453.690002,19076,3081.399902,1890.699951
1994-12-01,448.920013,19014,3039.600098,1900.400024
1994-12-02,453.299988,18998,3017.300049,1880.099976
1994-12-05,453.320007,19306,3033.5,1897.5
1994-12-06,453.109985,19340,3016.100098,1891.199951
1994-12-07,451.230011,19174,3012.5,1869.199951
1994-12-08,445.450012,19180,3013.800049,1875
1994-12-09,446.959991,18978,2977.300049,1850.900024
1994-12-12,449.470001,18975,2943.399902,1842
1994-12-13,450.149994,18875,2946.399902,1852.699951
1994-12-14,454.970001,18931,2980.600098,1863.800049
1994-12-15,455.339996,19121,2973.399902,1895
1994-12-16,458.799988,19163,3013.600098,1897
1994-12-19,457.910004,19271,3034.399902,1900
1994-12-20,457.100006,19407,3058.100098,1898.599976
1994-12-21,459.609985,19341,3070.399902,1905.5
1994-12-22,459.679993,19634,3091.699951,1908.199951
1994-12-23,459.829987,19634,3083.399902,1908.199951
1994-12-27,462.470001,19711,3083.399902,1908.199951
1994-12-28,460.859985,19666,3095.800049,1935.5
1994-12-29,461.170013,19753,3065.600098,1932.800049
1994-12-30,459.269989,19723,3065.5,1932.800049
1995-01-03,459.109985,19723,3065.699951,1904.900024
1995-01-04,460.709991,19684,3051.600098,1886.199951
1995-01-05,460.339996,19616,3032.300049,1869.5
1995-01-06,460.679993,19519,3065,1867.699951
1995-01-09,460.829987,19445,3055.800049,1858.900024
1995-01-10,461.679993,19501,3060.399902,1855.699951
1995-01-11,461.660004,19548,3049.399902,1859.300049
1995-01-12,461.640015,19410,3033.199951,1861.900024
1995-01-13,465.970001,19331,3048.300049,1858.800049
1995-01-16,469.380005,19331,3076.699951,1879.099976
1995-01-17,470.049988,19241,3054.399902,1880.599976
1995-01-18,469.709991,19223,3054.899902,1888.599976
1995-01-19,466.950012,19076,3028.600098,1894.400024
1995-01-20,464.779999,18840,2995,1878.400024
1995-01-23,465.820007,17785,2954.199951,1861.800049
1995-01-24,465.859985,18061,2969,1862
1995-01-25,467.440002,18159,2982.199951,1850.300049
1995-01-26,468.320007,18071,3007.300049,1850.300049
1995-01-27,470.390015,18104,3022.199951,1862.599976
1995-01-30,468.51001,18753,2995.899902,1856.699951
1995-01-31,470.420013,18650,2991.600098,1830.599976
1995-02-01,470.399994,18739,3017.300049,1833.099976
1995-02-02,472.790009,18604,3034.699951,1856.5
1995-02-03,478.649994,18539,3059.699951,1847.699951
1995-02-06,481.140015,18667,3062,1862.900024
1995-02-07,480.809998,18501,3072.699951,1845.800049
1995-02-08,481.190002,18290,3072.5,1823.300049
1995-02-09,480.190002,18100,3099,1833.599976
1995-02-10,481.459991,18291,3109.899902,1846
1995-02-13,481.649994,18314,3081.100098,1846.300049
1995-02-14,482.549988,18138,3071.300049,1834.800049
1995-02-15,484.540009,17991,3074.899902,1842.900024
1995-02-16,485.220001,17781,3051.100098,1860.199951
1995-02-17,481.970001,18021,3044.199951,1856.199951
1995-02-21,482.720001,18096,3023.399902,1857.699951
1995-02-22,485.070007,18107,3019.5,1879.599976
1995-02-23,486.910004,17830,3049.300049,1893.5
1995-02-24,488.109985,17473,3037.699951,1911.099976
1995-02-27,483.809998,16809,3025.300049,1893.199951
1995-02-28,487.390015,17053,3009.300049,1920
1995-03-01,485.649994,16619,3041.199951,1917.099976
1995-03-02,485.130005,16963,3038.199951,1915.699951
1995-03-03,485.420013,17040,3025.100098,1902.400024
1995-03-06,485.630005,17041,3001.899902,1891.599976
1995-03-07,482.119995,16955,2977,1890.099976
1995-03-08,483.140015,16621,2992.100098,1883.199951
1995-03-09,483.160004,16763,2986.899902,1877.5
1995-03-10,489.570007,16358,3021.100098,1868.900024
1995-03-13,490.049988,16478,3011.800049,1884.5
1995-03-14,492.890015,16246,3050.600098,1885.5
1995-03-15,491.880005,16667,3047,1904.300049
1995-03-16,495.410004,16356,3094.100098,1908.900024
1995-03-17,495.519989,16251,3089.300049,1921.199951
1995-03-20,496.140015,16130,3124.199951,1904.5
1995-03-21,495.070007,16130,3135,1914.699951
1995-03-22,495.670013,15905,3139.699951,1892.400024
1995-03-23,495.950012,15813,3136.399902,1890.900024
1995-03-24,500.970001,15750,3153.399902,1897.199951
1995-03-27,503.200012,16096,3149.800049,1908.800049
1995-03-28,503.899994,16682,3128.300049,1899.699951
1995-03-29,503.119995,16461,3142.300049,1893
1995-03-30,502.220001,16512,3176.199951,1884.599976
1995-03-31,500.709991,16140,3137.899902,1905.599976
1995-04-03,501.850006,15381,3143.100098,1899.5
1995-04-04,505.23999,15631,3188.100098,1936.300049
1995-04-05,505.570007,15882,3190.199951,1982.400024
1995-04-06,506.079987,15816,3200.899902,1982.400024
1995-04-07,506.420013,15720,3210.899902,1983.400024
1995-04-10,507.01001,16163,3204.199951,1982.5
1995-04-11,505.529999,16269,3190.899902,1992.599976
1995-04-12,507.170013,16345,3209.800049,2010.900024
1995-04-13,509.230011,16439,3208.800049,2020.699951
1995-04-17,506.130005,16304,3208.800049,2020.699951
1995-04-18,505.369995,16225,3194.5,2040.5
1995-04-19,504.920013,16376,3170.100098,2040.400024
1995-04-20,505.290009,16643,3174.699951,2026
1995-04-21,508.48999,16968,3199.899902,2000.900024
1995-04-24,512.890015,16804,3209.300049,1999.099976
1995-04-25,512.099976,16910,3214.899902,1999.099976
1995-04-26,512.659973,16826,3226.199951,2009.300049
1995-04-27,513.549988,16884,3217.600098,2032.400024
1995-04-28,514.710022,16807,3216.699951,2050.199951
1995-05-01,514.26001,16811,3220.399902,2039.599976
1995-05-02,514.859985,17089,3248.199951,2026.300049
1995-05-03,520.47998,17089,3262.600098,2037.599976
1995-05-04,520.539978,17089,3264.300049,2065.399902
1995-05-05,520.119995,17089,3251.699951,2065.899902
1995-05-08,523.960022,17104,3251.699951,2066.300049
1995-05-09,523.559998,16958,3261.199951,2077.5
1995-05-10,524.359985,16826,3290.100098,2056.899902
1995-05-11,524.369995,16462,3317.899902,2036.400024
1995-05-12,525.549988,16421,3310.300049,2038.800049
1995-05-15,527.73999,16610,3310.699951,2048.800049
1995-05-16,528.190002,16389,3300.800049,2044.5
1995-05-17,527.070007,16471,3297.399902,2042.199951
1995-05-18,519.580017,16313,3285.800049,2020.5
1995-05-19,519.190002,16141,3261,1993
1995-05-22,523.650024,15789,3284.5,2009.300049
1995-05-23,528.590027,15916,3291.800049,2034
1995-05-24,528.609985,15971,3327.300049,2038.5
1995-05-25,528.590027,15579,3328.199951,2046
1995-05-26,523.650024,15694,3311.100098,2023.800049
1995-05-30,523.580017,15763,3309.899902,2021
1995-05-31,533.400024,15437,3319.399902,2019.5
1995-06-01,533.48999,15595,3340.600098,2021
1995-06-02,532.51001,15849,3345,2006.699951
1995-06-05,535.599976,15897,3376.600098,2011.699951
1995-06-06,535.549988,15661,3380,2020.099976
1995-06-07,533.130005,15680,3370.800049,2015.599976
1995-06-08,532.349976,15442,3380.800049,1998.199951
1995-06-09,527.940002,15044,3337.699951,1984.5
1995-06-12,530.880005,14813,3344.600098,1984.5
1995-06-13,536.049988,14600,3348,1978.900024
1995-06-14,536.469971,14660,3339.800049,1966.5
1995-06-15,537.119995,14867,3370.399902,1961.099976
1995-06-16,539.830017,14703,3366.100098,1974.400024
1995-06-19,545.219971,14700,3381.300049,1973.800049
1995-06-20,544.97998,14666,3377.199951,1970.5
1995-06-21,543.97998,14951,3378.300049,1974.699951
1995-06-22,551.070007,14926,3403.800049,1988.400024
1995-06-23,549.710022,15265,3379.399902,2026.099976
1995-06-26,544.130005,15145,3309.199951,2033.300049
1995-06-27,542.429993,14759,3313.199951,2026.099976
1995-06-28,544.72998,14618,3282.699951,2034.900024
1995-06-29,543.869995,14507,3294,2034.099976
1995-06-30,544.75,14517,3314.600098,2017
1995-07-03,547.090027,14485,3323.699951,2003.300049
1995-07-05,547.26001,14830,3394.899902,2022.300049
1995-07-06,553.98999,15257,3388.300049,2021.199951
