"Index","Mkt.RF","SMB","HML","RF","RFJ","JPY.r","Mkt.RFJ","SMBJ","HMLJ"
"2001-02-28",-0.0552,0.047,0.0626,0.0038,0.000188970139474609,-0.0075886766712141,-0.0443353057353162,0.0473593951370393,0.0630786837357161
"2001-03-31",-0.0421,0.0058,0.0051,0.0042,0.0000624785259140115,-0.0657957623068345,0.0297979750893658,0.00620849249658936,0.00545919167803547
"2001-04-30",0.087,0.0016,0.0471,0.0039,0.0000374922678478828,0.0159423808367727,0.0737438762202833,0.00157489246455313,0.0463608969252828
"2001-05-31",-0.0013,0.0287,-0.0079,0.0032,0.0000166651390840489,0.0394515477792732,-0.0361429741137542,0.027610714574735,-0.0076001618515821
"2001-06-30",-0.0534,0.0106,0.0647,0.0028,0.0000258296635740063,-0.0469013068227372,-0.003906532893722,0.0111216184387618,0.0678838408479139
"2001-07-31",-0.0893,-0.0145,0.0641,0.003,0.0000424900688607011,-0.00215999999999994,-0.0843646258822176,-0.0145313877976429,0.0642387557123387
"2001-08-31",-0.0271,0.0175,0.0824,0.0031,0.000031661152727569,0.0526315789473684,-0.0728316611527275,0.016625,0.07828
"2001-09-30",-0.0769,-0.0101,-0.0032,0.0028,0.0000241634551088055,-0.00402583242472543,-0.0703815781919507,-0.0101408252631579,-0.00321293473684211
"2001-10-31",0.008,0.0302,-0.0454,0.0022,0.0000283289190143865,-0.0270115880528807,0.0382163074979949,0.0310383963767508,-0.0466603707120691
"2001-11-30",-0.018,-0.0346,-0.032,0.0017,0.0000383252537632384,-0.00551858464534971,-0.0108795689292979,-0.0347920026113922,-0.0321775746694957
"2001-12-31",-0.0823,-0.0372,0.0164,0.0015,0.0000391582320464767,-0.0596764346764346,-0.0225033036629833,-0.0395608505112806,0.017440805064113
"2002-01-31",-0.0782,0.0194,0.0153,0.0014,0.0000199978003372348,-0.0225272266149487,-0.0555435631239025,0.0198471001221001,0.0156526098901099
